index,question,options,gold,masked_explanation,pred_noexp,prob_noexp,pred_exp,prob_exp,is_correct_noexp,is_correct_exp,sufficiency,usefulness,probs_noexp,probs_exp
1484,کدام یک از فعالیت‌های زیر باید از تحقیق علمی حذف شود؟,"['تغییر داده\u200cها به\u200cمنظور انطباق با نتایج پیش\u200cبینی\u200cشده', 'طراحی و اجرای تحقیقات', 'فرمول\u200cبندی فرضیات دقیق', 'ارتباط نتایج با دیگران']",A,تغییر داده‌ها غیر اخلاقی و مخرب اعتبار علم است؛ سایر گزینه‌ها اجزای,A,0.8978201150894165,A,0.9198317527770996,True,True,True,True,[0.8978201  0.08351028 0.00415773 0.01451191],[0.91983175 0.06663239 0.00331743 0.01021841]
1485,زمانی که یک توده هوای گرم و مرطوب که به سمت شمال حرکت می‌کند با یک توده هوای سرد و قوی که به سمت جنوب حرکت می‌کند برخورد می‌کند، چه مشاهداتی احتمالاً انجام خواهد شد؟,"['م Fog غلیظ شکل می\u200cگیرد.', 'دمای هوا افزایش می\u200cیابد.', 'ابری شروع به تشکیل می\u200cشود.', 'وزش باد آرام می\u200cشود.']",C,برخورد توده‌های هوای گرم و سرد باعث صعود هوای گرم و تشکیل ابرها,A,0.8151162266731262,C,0.9687103033065796,False,True,True,True,[0.8151162  0.05231258 0.12549137 0.00707974],[2.9367007e-02 1.7636259e-03 9.6871030e-01 1.5899570e-04]
1486,کدام تحقیق نیاز به طولانی‌ترین دوره مشاهده دارد؟,"['تخم\u200cمرغ\u200cهای مرغ هچ شدن', 'رنگ پریدن رنگ به رنگ روشن\u200cتر', 'سیب\u200cها درخت رویاندن', 'سنگ\u200cهای بزرگ در حال فرسایش به شن']",D,فرسایش سنگ‌ها به زمان بیشتری نیاز دارد زیرا تغییرات آن تحت تأثیر عوامل طبیعی و به‌,D,0.5293009877204895,D,0.9130718111991882,True,True,True,True,[0.3637829  0.09270012 0.01421602 0.529301  ],[0.0746573  0.00799274 0.0042782  0.9130718 ]
1487,در یک سال چهار فصل وجود دارد. کدام دلیل بیشتر مسئول تغییر فصول در زمین است؟,"['روش کج شدن زمین بر روی محورش', 'روش چرخش زمین بر روی محورش', 'تغییرات در فاصله بین زمین و خورشید', 'تغییرات در میزان انرژی که خورشید تولید می\u200cکند']",A,تغییر فصل‌ها به دلیل کج بودن محور زمین است که زاویه تابش خورشید,B,0.7729456424713135,B,0.9342687726020813,False,False,False,False,[0.19466934 0.77294564 0.02655226 0.00583276],[0.05960926 0.9342688  0.00381069 0.0023113 ]
1488,آنا در ۲۰ ثانیه ۱۰۰ متر دوید. سرعت متوسط او چه بود؟,"['۲ متر بر ثانیه', '۵ متر بر ثانیه', '۲۰ متر بر ثانیه', '۲۵ متر بر ثانیه']",B,سرعت متوسط = مسافت / زمان = 100 متر / 20 ث,B,0.6701677441596985,A,0.531940221786499,True,False,False,False,[0.27936748 0.67016774 0.020556   0.02990881],[0.5319402  0.41427547 0.02030579 0.03347859]
1489,جان به مدت یک ساعت با سرعت 80 کیلومتر در ساعت کامیون راند. در ساعت بعدی، او با سرعت 100 کیلومتر در ساعت رانندگی کرد. میانگین سرعت او در طول آن دو ساعت چه بود؟,"['80 کیلومتر در ساعت', '90 کیلومتر در ساعت', '100 کیلومتر در ساعت', '180 کیلومتر در ساعت']",B,میانگین سرعت برابر است با مسافت کل (180 کیلومتر) تقسیم بر زمان کل (2,B,0.7533157467842102,B,0.9349664449691772,True,True,True,True,[0.1019502  0.75331575 0.02920922 0.11552472],[0.04654924 0.93496644 0.00337202 0.01511232]
1490,کدام گزینه بیشتر شبیه به نحوه‌ای است که یک یخچال طبیعی یک دره را تشکیل می‌دهد؟,"['یک بولدوزر توده\u200cای از خاک را هل می\u200cدهد.', 'یک کفش در خاک ردپایی به جا می\u200cگذارد.', 'ریشه یک درخت سنگی را از هم می\u200cشکند.', 'یک مته در یک تخته سوراخی ایجاد می\u200cکند.']",A,یخچال‌های طبیعی با جابجایی مواد، دره‌ها را شکل می‌دهند؛,C,0.8120353817939758,C,0.7964593768119812,False,False,False,False,[0.12356056 0.04545539 0.8120354  0.01894863],[0.15683216 0.02768252 0.7964594  0.0190259 ]
1491,دانش‌آموزان به‌وسیله‌ی دستور زیر لیموناد تهیه کردند: ۱۰۰ گرم آب‌لیمو، ۱۰۰ گرم شکر و ۱۰۰۰ گرم آب. دانش‌آموزان آب‌لیمو را با شکر و آب در یک ظرف ترکیب کردند. آن‌ها لیموناد را هم زدند تا تمام شکر حل شود. سپس لیموناد را در یک سینی پلاستیکی ریختند و سینی را در فریزر قرار دادند. روز بعد، دانش‌آموزان سینی را از فریزر خارج کردند و مشاهده کردند که لیموناد به حالت جامد درآمده است. کدام عبارت بهترین توضیح را برای این موضوع ارائه می‌دهد که چرا لیموناد به حالت جامد تبدیل شد؟,"['لیموناد به دمای ۱۰۰ درجه سلسیوس سرد شد.', 'لیموناد به دمای ۱۰۰ درجه سلسیوس گرم شد.', 'لیموناد به دمای زیر ۰ درجه سلسیوس سرد شد.', 'لیموناد به دمای بالای ۰ درجه سلسیوس گرم شد.']",C,لیموناد در دماهای زیر صفر یخ زد و به حالت جامد درآمد.,C,0.981134295463562,C,0.9735406041145325,True,True,True,False,[1.8181928e-02 1.8390758e-04 9.8113430e-01 4.9991265e-04],[2.5742080e-02 4.0328049e-04 9.7354060e-01 3.1407515e-04]
1492,اولین قدمی که دانش‌آموزان احتمالاً برای یک پروژه بازیافت انجام می‌دهند چیست؟,"['مواد را در آتش\u200cسوزی بسوزانند', 'مواد را به یک محل دفن زباله ببرند', 'مواد را در سطل زباله بریزند', 'مواد را به تفکیک پلاستیک، کاغذ و قوطی مرتب کنند']",D,اولین قدم در بازیافت، جداسازی مواد بر اساس نوع آن‌هاست.,D,0.8140724301338196,D,0.7211719155311584,True,True,True,False,[0.05204191 0.00904353 0.12484206 0.81407243],[0.0147354  0.00290157 0.26119116 0.7211719 ]
1493,کدام یک از موارد زیر احتمالاً توسط دانشمندان هنگام مطالعه تعاملات حیوانات در زیستگاه طبیعی آنها انجام می‌شود؟,"['جمع\u200cآوری نمونه\u200cهایی از انواع درختان', 'مشاهده و ثبت رفتارها', 'انجام آزمایش\u200cها در یک آزمایشگاه', 'تغییر محیط و مشاهده واکنش\u200cها']",B,دانشمندان رفتارها را در زیستگاه طبیعی مشاهده و ثبت می‌کنند تا ال,B,0.7294949889183044,B,0.9952508211135864,True,True,True,True,[0.03205177 0.729495   0.00162089 0.23683235],[1.6889188e-03 9.9525082e-01 2.7570841e-04 2.7845562e-03]
1494,کدام یک از موارد زیر باید مواد مغذی را از یک سیستم حمل و نقل دریافت کند؟,"['آمیبا', 'اگلنار', 'سلول پوست', 'سلول باکتری']",C,سلول‌های پوست برای دریافت مواد مغذی و اکسیژن به سیستم حمل و نقل نیاز دارند، در حالی که سایر گزینه,A,0.389864981174469,C,0.9037429690361023,False,True,True,True,[0.38986498 0.38986498 0.01159038 0.20867969],[0.07389453 0.01868346 0.90374297 0.00367899]
1495,برای حفظ جعبه‌ای سنگین که بر روی یک کفپوش فرش شده با سرعت ثابت سر می‌خورد، یک شخص باید به طور مداوم نیرویی به جعبه وارد کند. این نیرو عمدتاً برای غلبه بر کدام یک از نیروهای زیر استفاده می‌شود؟,"['مقاومت هوا', 'وزن جعبه', 'نیروی اصطکاکی که کف بر جعبه وارد می\u200cکند', 'نیروی گرانشی که زمین بر جعبه وارد می\u200cکند']",C,برای حرکت جعبه با سرعت ثابت، نیروی شخص باید با نیروی اصطکاکی کف برابر باشد.,C,0.8235233426094055,C,0.6953303217887878,True,True,True,False,[0.09912726 0.0681291  0.82352334 0.00922027],[0.04479961 0.2538071  0.6953303  0.00606297]
1496,مقدار جاذبه گرانشی بین ماه و یک فضانورد که بر روی سطح آن ایستاده است به فاصله فضانورد از مرکز ماه و فضانورد وابسته است؟,"['ارتفاع.', 'جرم.', 'شکل.', 'وزن.']",B,جاذبه گرانشی به جرم فضانورد وابسته است.,A,0.7589936852455139,B,0.9044221043586731,False,True,True,True,[0.7589937  0.14945471 0.00090269 0.09064887],[7.438463e-02 9.044221e-01 2.122213e-04 2.098115e-02]
1497,کدامیک نمونه‌ای از جریان برق در یک مدار برای تولید صدا است؟,"['فشردن دکمه\u200cای برای به صدا درآمدن زنگ در', 'قدم گذاشتن روی یک فرش برای باز شدن در', 'تبدیل کردن یک کلید برای روشن کردن یک چراغ', 'کشیدن اهرم برای روشن کردن یک پتو برقی']",A,گزینه [MASK] صحیح است؛ زیرا فشار دکمه، جریان برق و صدای,A,0.8998709917068481,A,0.9906108975410461,True,True,True,True,[0.899871   0.01460199 0.07415501 0.01137204],[0.9906109  0.00451632 0.00213336 0.00273928]
1498,کدام ویژگی‌ها به احتمال زیاد یک گونه از شکارچیان شب‌زی را در طول زمان برای بقا در طبیعت توسعه می‌دهد؟,"['اندازه کوچک', 'دندان\u200cهای صاف و آسیاب\u200cکننده', 'بینایی و شنوایی تیز', 'مقاومت در برابر تغییرات آب و هوایی']",C,شکارچیان شب‌زی برای بقا به [MASK] نیاز دارند,B,0.37446752190589905,B,0.4971899092197418,False,False,False,False,[0.22712603 0.37446752 0.37446752 0.02393891],[0.11180816 0.4971899  0.3443934  0.04660857]
1499,چرا یک شهر در بیابان به ندرت نسبت به یک شهر در کنار سواحل، مه صبحگاهی زودهنگام را تجربه می‌کند؟,"['باران در بیابان کمتر است.', 'دما در بیابان بیشتر متغیر است.', 'بخار آب در هوای بیابان کمتر است.', 'گیاهان در بیابان کمتر هستند.']",C,در بیابان رطوبت کمتر است، بنابراین بخار آب کمتری وجود دارد و,C,0.591585099697113,C,0.7894424796104431,True,True,True,True,[0.16817297 0.19205956 0.5915851  0.04818236],[0.20038354 0.00866774 0.7894425  0.00150623]
1500,اکثر کشاورزان از کودها در مزارع ذرت خود استفاده می‌کنند. کدام عبارت بهترین توضیح را برای این‌که چرا کشاورزان نباید از مقدار زیاد کود استفاده کنند، ارائه می‌دهد؟,"['کودها ممکن است به درون جویبارها شسته شوند.', 'کودها ممکن است توسط علف\u200cهای هرز مصرف شوند.', 'کودها ممکن است به هوا بخار شوند.', 'کودها ممکن است از مواد طبیعی تهیه شده باشند.']",A,استفاده زیاد از کودها می‌تواند به آلودگی آب‌های سطحی من,B,0.833708643913269,A,0.7994245290756226,False,True,True,True,[0.12835376 0.83370864 0.0286396  0.00929792],[0.7994245  0.1776803  0.01287112 0.01002404]
1501,کدام یک بیان مربوط به آب و هواست؟,"['میانگین بارش سالانه 51 سانتی\u200cمتر است.', 'میانگین دمای بالای بهار 22 درجه سانتی\u200cگراد است.', 'میانگین دمای روز دوشنبه 17 درجه سانتی\u200cگراد بود.', 'میانگین تعداد روزهای آفتابی در سال 285 روز است.']",C,گزینه A به بارش سالانه اشاره دارد و بیان کلی‌تری است.,A,0.6238889694213867,A,0.9698586463928223,False,False,False,False,[0.62388897 0.17874719 0.07451291 0.12285102],[0.96985865 0.01399736 0.00214657 0.01399736]
1502,سوال: کدام یک از گزینه‌های زیر به احتمال زیاد نتیجه یک سیستم آب و هوایی با فشار کم خواهد بود؟,"['الف) دماهای گرم', 'ب) شرایط ابری', 'ج) شرایط صاف', 'د) دماهای خنک']",B,سیستم‌های فشار پایین باعث حرکت هوای مرطوب و تشکیل ابرها می,B,0.5994521975517273,B,0.9227405190467834,True,True,True,True,[0.17309295 0.5994522  0.13480492 0.09264998],[0.02439884 0.9227405  0.03132873 0.0215319 ]
1503,یک دانش‌آموز در حال تحقیق در مورد چگونگی رفتار نور هنگام برخورد با سطوح مختلف است. او یک پنجره شیشه‌ای مات، یک پنجره شیشه‌ای شفاف، یک آینه و یک تکه مقوا دارد. کدام یک از این اشیاء بیشترین نور را پخش می‌کند؟,"['آینه، زیرا بازتابنده است', 'تکه مقوا، زیرا غیرشفاف است', 'شیشه پنجره شفاف، زیرا شفاف است', 'شیشه پنجره مات، زیرا نیمه\u200cشفاف است']",D,شیشه مات به دلیل نیمه‌شفاف بودن، نور را پراکنده می‌کند، در حالی که سایر س,C,0.8339493274688721,A,0.5754672884941101,False,False,False,False,[0.09921274 0.02547994 0.8339493  0.04135802],[0.5754673  0.0535268  0.34903857 0.02196735]
1504,یک دانش‌آموز یک تحقیق انجام داد و پی برد که نتایج از فرضیه حمایت می‌کند. برای اطمینان از قابل اعتماد بودن نتایج، دانش‌آموز باید,"['یک نمودار تهیه کند.', 'یک گزارش بنویسد.', 'از رویه\u200cای متفاوت استفاده کند.', 'همان رویه را تکرار کند.']",D,برای اطمینان از نتایج، دانش‌آموز باید آزمایش را تکرار کند,B,0.7476051449775696,D,0.9962955117225647,False,True,True,True,[0.03700361 0.74760514 0.00078008 0.2146112 ],[2.4503511e-03 1.0873368e-03 1.6674850e-04 9.9629551e-01]
1505,چگونه یک معادله شیمیایی متعادل، قانون بقاء جرم را تأمین می‌کند؟,"['در طول یک واکنش شیمیایی، مقدار کل ماده ثابت می\u200cماند.', 'در طول یک واکنش شیمیایی، ماده نابود می\u200cشود.', 'در طول یک واکنش شیمیایی، یک یا چند ماده جدید تشکیل می\u200cشود.', 'در طول یک واکنش شیمیایی، تعداد کل اتم\u200cها افزایش می\u200cیابد.']",A,یک معادله متعادل نشان می‌دهد که تعداد و نوع اتم‌ها در واکنش ثابت می‌ماند، بنابراین ماده,A,0.9972151517868042,A,0.996453046798706,True,True,True,False,[9.9721515e-01 1.8998652e-03 3.4062707e-04 5.4432050e-04],[9.9645305e-01 2.1627694e-03 9.0157642e-04 4.8257908e-04]
1506,از سالی به سال دیگر، کشاورزان محصولات مختلفی را در مزارع می‌چرخانند تا مواد مغذی خاک را بهبود بخشند. چرا چرخش محصولات همچنین یک روش مؤثر مدیریت آفات است؟,"['این امکان را فراهم می\u200cکند که مواد شیمیایی آفات بیشتری را از بین ببرند.', 'این محصولات مقاوم در برابر آفات تولید می\u200cکند.', 'این امر چرخه\u200cهای زندگی آفات را مختل می\u200cکند.', 'این امکان را فراهم می\u200cکند که آفات بیش از حد زیاد شوند.']",C,چرخش محصولات چرخه‌های زندگی آفات را مختل کرده و دسترسی,C,0.9633737802505493,C,0.9713872671127319,True,True,True,True,[2.57735234e-02 1.07440026e-02 9.63373780e-01 1.08674045e-04],[2.5485260e-02 3.0437803e-03 9.7138727e-01 8.3688828e-05]
1507,آب‌های سرشار از مواد مغذی که ناشی از بارش‌های شدید است، به خلیج مکزیک سرازیر می‌شوند. این پدیده باعث ایجاد شکوفایی جلبک‌ها در محیط اقیانوس می‌شود. با تجزیه جلبک‌ها، مقادیر زیادی اکسیژن در نوار ساحلی مصرف می‌شود. به عنوان نتیجه، کدام یک از موارد زیر احتمالاً برای منطقه پیش خواهد آمد؟,"['نیترات جایگزین اکسیژن در آب می\u200cشود.', 'دماي آب افزایش می\u200cیابد.', 'حرکت موج جلبک\u200cهای مرده را به اطراف می\u200cبرد.', 'جانوران کف دریا می\u200cمیرند و ماهی\u200cها فرار می\u200cکنند.']",D,تجزیه جلبک‌ها اکسیژن را کاهش می‌دهد، که باعث مرگ جانوران,C,0.652434229850769,A,0.9403362274169922,False,False,False,False,[0.3081881  0.02866596 0.65243423 0.01071169],[0.9403362  0.04115442 0.00810379 0.01040547]
1508,جمعیت شیر دریایی استلر در بخشی از آلاسکا در حال کاهش است. شواهد جدید نشان می‌دهد که شیرهای دریایی استلر برای بقا به ماهی هیرینگ نیاز دارند. ماهی پولوک، نوع دیگری از ماهی، نیز از هیرینگ تغذیه می‌کند. کدام گزینه به احتمال زیاد به افزایش جمعیت شیر دریایی استلر کمک خواهد کرد؟,"['افزایش تعداد ماهی\u200cهای پولوک', 'تغییر رژیم غذایی شیرهای دریایی', 'بهبود زیستگاه\u200cهای هیرینگ', 'تغییر مکان شیرهای دریایی']",C,[MASK]، منجر به افزایش هیرینگ‌ها و در نتیجه,A,0.6518435478210449,A,0.7131437063217163,False,False,False,False,[0.65184355 0.06924266 0.2717288  0.00718498],[0.7131437  0.18172516 0.09727047 0.00786066]
1509,چندین نظریه در مورد نحوه انقراض دایناسورها وجود دارد. اگر شواهد جدیدی پیدا شود که به نظر می‌رسد نظریه خاصی در مورد انقراض دایناسورها را به چالش می‌کشد، چه اتفاقی برای نظریه قدیمی می‌افتد؟,"['جایگزین می\u200cشود.', 'تعدیل می\u200cشود.', 'به قانون تبدیل می\u200cشود.', 'مشکوک می\u200cشود.']",B,نظریه‌ها با شواهد جدید اصلاح می‌شوند تا با واقعیت‌های جدید سازگار شوند,D,0.38799363374710083,B,0.8178320527076721,False,True,True,True,[0.26666388 0.34240317 0.00293931 0.38799363],[0.11133195 0.81783205 0.00330981 0.06752625]
1510,یک لایه سنگی حاوی فسیل یک ماهی و فسیل یک دایناسور زمینی در بسیار نزدیکی یکدیگر یافت شده است. توضیح احتمالاً مناسب برای این موضوع چیست؟,"['ماهی و دایناسور هر دو در نزدیکی ساحل زندگی می کردند.', 'ماهی توسط یک موج عظیم به عمق زمین حمل شده است.', 'ماهی و دایناسور در زمان های بسیار متفاوتی فسیل شده اند.', 'دایناسور در حال شنا از یک قاره به قاره دیگر بود که مرد.']",A,ماهی و دایناسور احتمالاً در یک محیط ساحلی همزیستی داشتند.,A,0.7539132237434387,A,0.9783154726028442,True,True,True,True,[7.5391322e-01 2.9061606e-02 2.1642204e-01 6.0315442e-04],[9.7831547e-01 1.2460342e-02 8.5638594e-03 6.6037389e-04]
1511,کودهایی که از طریق آب‌های زائد مزارع به دریا وارد می‌شوند، می‌توانند باعث افزایش در چه چیزی شوند؟,"['بارش باران.', 'جمعیت حیوانات.', 'تولید مثل جلبک\u200cها.', 'تبخیر آب دریا.']",C,کودهای شیمیایی وارد شده به دریا، نیتروژن و فسفر دارند که باعث افزایش تولید مثل جلبک‌ها و مشکلات زی,C,0.6812670826911926,C,0.9963698387145996,True,True,True,True,[0.2828872  0.01262493 0.6812671  0.02322079],[3.1960991e-03 4.0633840e-04 9.9636984e-01 2.7651673e-05]
1512,یک دانش‌آموز مشاهده می‌کند که یک گیاه در زمان‌های مختلف با سرعت‌های متفاوتی رشد می‌کند. این دانش‌آموز اعلام می‌کند که این تغییرات باید ناشی از تغییرات در مقدار نوری باشد که گیاه دریافت می‌کند. کدام توصیف از بیان دانش‌آموز دقیق‌ترین است؟,"['این یک نظر است و نه یک واقعیت.', 'این درست است زیرا بر مبنای مشاهده است.', 'این یکی از چندین توضیح ممکن برای شواهد است.', 'این نامعتبر است زیرا بر مبنای روش علمی نیست.']",C,این بیان یکی از چندین توضیح ممکن برای مشاهده‌هاست.,C,0.8301206231117249,C,0.8655145168304443,True,True,True,True,[0.0465586  0.07676215 0.8301206  0.0465586 ],[0.04292343 0.04863862 0.8655145  0.04292343]
1513,در هنگام بررسی اینکه آیا تحقیق علمی صحیح است، همه این موارد مهم هستند به جز,"['سایر شواهد حمایت\u200cکننده از یافته\u200cهای تحقیق.', 'طریقه طراحی تحقیق.', 'زمان انجام تحقیق.', 'احساس نویسنده نسبت به تحقیق.']",D,احساس نویسنده تأثیری بر صحت علمی ندارد.,B,0.547684371471405,A,0.37565553188323975,False,False,False,False,[0.426537   0.5476844  0.00152636 0.0242523 ],[3.7565553e-01 3.3151484e-01 2.6887332e-04 2.9256082e-01]
1514,کدام یک از عبارت‌های زیر بهترین توضیح را برای این که چرا پایین‌ترین لایهٔ گوشتی زمین از لایهٔ بالایی گوشتی بسیار سفت‌تر و متراکم‌تر است، ارائه می‌دهد؟,"['لایهٔ پایین\u200cتر از لایهٔ بالایی قدیمی\u200cتر است.', 'لایهٔ پایین\u200cتر از لایهٔ بالایی سردتر است.', 'لایهٔ پایین\u200cتر تحت فشار بیشتری نسبت به لایهٔ بالایی قرار دارد.', 'لایهٔ پایین\u200cتر از لایهٔ بالایی دورتر از هسته است.']",C,فشار بالای لایه‌های بالایی باعث چگالی و سختی بیشتر لایه پایین,C,0.8361995816230774,C,0.9776955246925354,True,True,True,True,[0.14644937 0.00921705 0.8361996  0.00813402],[2.0291423e-02 1.3808487e-03 9.7769552e-01 6.3219859e-04]
1515,ماهی‌ها اکسیژنی را که در آبی که شنا می‌کنند، تنفس می‌کنند. بهترین توصیف برای اکسیژنی که ماهی‌ها تنفس می‌کنند کدام است؟,"['A) اکسیژن یک محلول است که آب را حل می\u200cکند.', 'B) اکسیژن یک ماده است که آب را حل می\u200cکند.', 'C) اکسیژن یک حلّال است که در آب حل شده است.', 'D) اکسیژن یک محلول است که در آب حل شده است.']",C,اکسیژن در آب حل شده و به عنوان حل‌شده (solute) عمل می‌کند.,D,0.5389758348464966,D,0.6271782517433167,False,False,False,False,[0.4197548  0.03017031 0.01109904 0.53897583],[0.22982647 0.01901327 0.12398208 0.62717825]
1516,فرآیند تخریب جنگل‌های بارانی بر اکوسیستم‌ها در مقیاس جهانی تأثیر می‌گذارد. حیات وحش، مردم و آب و هوا ممکن است تحت تأثیر قرار گیرند. یکی از اثرات بلندمدت تخریب جنگل این است که,"['ارگانیسم\u200cها ممکن است منقرض شوند.', 'تنوع زیستی به افزایش خود ادامه خواهد داد.', 'پ Plants دارویی بیشتری کشف شود.', 'تعداد ژن\u200cها برای ارگانیسم\u200cهای آینده افزایش خواهد یافت.']",A,تخریب جنگل‌ها باعث انقراض گونه‌ها و کاهش تنوع زیستی می‌شود,A,0.9904587268829346,A,0.9951890707015991,True,True,True,True,[9.9045873e-01 8.4734494e-03 6.9554313e-04 3.7229739e-04],[9.9518907e-01 4.6675210e-03 1.0311897e-04 4.0381969e-05]
1517,"پیش‌بینی برای ""مخلوط برفی"" نشان می‌دهد که بخار در هوا هم باران و هم برف تشکیل خواهد داد. کدام یک از این اصول به درستی این رویداد را توصیف می‌کند؟","['آب زیادی در جو زمین وجود ندارد.', 'بیشتر آب روی زمین به صورت بخار وجود دارد.', 'آب در تمامی سه حالت در زمین وجود دارد.', 'آب روی زمین به مرور زمان تمایل به تشکیل یک جامد دارد.']",C,آب می‌تواند در سه حالت مایع، گاز و جامد وجود داشته,B,0.8753535747528076,B,0.6915314793586731,False,False,False,False,[0.08157974 0.8753536  0.00453106 0.03853554],[0.19968101 0.6915315  0.01446484 0.09432264]
1518,فعالیت‌های انسانی به طرق مختلف بر محیط طبیعی تأثیر می‌گذارند. کدام اقدام تأثیر مثبتی بر محیط طبیعی خواهد داشت؟,"['استفاده از گاز طبیعی برای گرم کردن خانه\u200cها', 'ساخت سدها برای تولید برق', 'قطع درختان برای ساخت خانه\u200cهای جدید', 'بازیافت کاغذ برای کاهش قطع درختان']",D,بازیافت کاغذ نیاز به قطع درختان را کاهش داده و منابع طبیعی,D,0.859953761100769,D,0.9383212327957153,True,True,True,True,[0.13136403 0.00752776 0.00115442 0.85995376],[0.05262719 0.00563422 0.00341732 0.93832123]
1519,اگرچه مدلی برای انتقال ویژگی‌های ژنتیکی در قرن نوزدهم پیشنهاد شد، اما تا قرن بیستم دانشمندان نقش DNA و ژن‌ها در وراثت ویژگی‌ها را یاد نگرفتند. این پیشرفت در درک علمی احتمالاً ناشی از کدام یک از موارد زیر است؟,"['ادامه تحقیقات', 'رد فرضیه\u200cهای قدیمی\u200cتر', 'پیشرفت در روش علمی', 'بحث در مورد نتایج موجود']",A,پیشرفت در درک نقش DNA و ژن‌ها به دلیل تحقیقات مداوم و کشف‌های جدید,B,0.9504231810569763,B,0.9161576628684998,False,False,False,False,[0.0472726  0.9504232  0.00125977 0.00104439],[5.2091457e-02 9.1615766e-01 3.1595066e-02 1.5575065e-04]
1520,بسیاری از مردم آب شیرین را از چاه‌هایی که به آب ذخیره شده در زیر زمین می‌رسند، تأمین می‌کنند. زمانی که بارندگی کم است، آب می‌تواند شروع به کم شدن کند. بهترین راه برای اینکه آب مدت بیشتری دوام بیاورد چیست؟,"['استفاده از sprinklerها به مدت کمتر در هر هفته', 'شستن خودروها در وسط روز', 'پاشیدن آب برای تمیز کردن روغن از پارکینگ\u200cها', 'اجازه دادن به شیرآلات در حین مسواک زدن بر روی آب بریزد']",A,بهترین گزینه کاهش زمان استفاده از آب‌پاش‌هاست که به صرفه‌جویی,C,0.854947030544281,A,0.9660745859146118,False,True,True,True,[0.09028693 0.00643896 0.85494703 0.04832711],[0.9660746  0.01220868 0.00950813 0.01220868]
1521,آب در زیرزمین در بسیاری از مناطق یافت می‌شود. پمپاژ مقادیر زیادی آب از یک ناحیه سنگ آهکی زیرزمینی احتمالاً باعث چه چیزی خواهد شد؟,"['شکستگی در سنگ آهک', 'سیلابی شدن جویبارهای اطراف منطقه', 'فرورفتگی زمین بالای سنگ آهک', 'تغییر در نوع سنگی که در آن منطقه شکل می\u200cگیرد']",C,پمپاژ آب زیاد از سنگ آهک، فشار را کاهش داده و باعث فرونش,C,0.9097324013710022,A,0.5773268938064575,True,False,False,False,[7.4675381e-02 1.4936016e-02 9.0973240e-01 6.5624272e-04],[0.5773269  0.02516858 0.3967906  0.00071398]
1522,یک دانش‌آموز علوم متوجه می‌شود که محتوای یکی از لوله‌های آزمایش در یک آزمایش به جوش آمده و رنگ آن تغییر می‌کند. قبل از اتمام آزمایش، دانش‌آموز ثبت می‌کند که ماده در این لوله آزمایش خاص در حال انجام یک تغییر شیمیایی است. اظهارنظر دانش‌آموز مثال خوبی از چیست؟,"['یک مشاهده.', 'یک فرضیه.', 'یک نتیجه\u200cگیری.', 'یک استنباط.']",D,دانش‌آموز با مشاهده تغییر رنگ و حباب‌ها، یک تغییر شیمیایی را,D,0.7234641313552856,D,0.8297987580299377,True,True,True,True,[0.14162625 0.11029863 0.02461095 0.72346413],[0.06838062 0.06034568 0.04147494 0.82979876]
1523,بخشی از زمین در تمام زمان‌ها توسط خورشید گرم می‌شود. اگر زمین تمام انرژی که از خورشید دریافت می‌کند را جذب می‌کرد، شرایط محیطی در سیاره تغییر می‌کند و اکوسیستم‌های موجود پایدار نخواهند بود. کدام یک از راه‌هایی است که زمین انرژی را از خورشید از دست می‌دهد؟,"['اقیانوس\u200cها انرژی را جذب می\u200cکنند.', 'ابرها انرژی را به فضا انعکاس می\u200cدهند.', 'گیاهان انرژی را به شکل مواد شیمیایی ذخیره می\u200cکنند.', 'جو توسط انرژی گرم می\u200cشود.']",B,زمین انرژی خورشید را از طریق ابرها به فضا بازتاب می‌کند که د,C,0.46778255701065063,B,0.9870714545249939,False,True,True,True,[0.36430943 0.13402195 0.46778256 0.03388606],[0.00762522 0.98707145 0.0036019  0.00170142]
1524,کدام یک از این موارد بهترین توصیف را از زمان وقوع کسوف ماه ارائه می‌دهد؟,"['زمانی که زمین بین ماه و خورشید قرار دارد', 'زمانی که ماه بین زمین و خورشید قرار می\u200cگیرد', 'زمانی که خورشید بین زمین و ماه قرار دارد', 'زمانی که زمین در زاویه ۹۰ درجه\u200cای با ماه و خورشید قرار دارد']",A,خسوف زمانی است که زمین بین ماه و خورشید قرار دارد.,C,0.5501667261123657,A,0.9878973960876465,False,True,True,True,[0.20239504 0.13910393 0.5501667  0.10833425],[0.9878974  0.00318132 0.00673486 0.00218649]
1525,در کدام شرایط، یک سازگاری که اجازه می‌دهد قورباغه‌های ریز دوره متابولیسم را کوتاه‌تر طی کنند، مفید خواهد بود؟,"['زمانی که قورباغه\u200cهای ریز نیاز به شنا کردن فوری دارند', 'زمانی که مقدار آب در محیط آن\u200cها محدود است', 'زمانی که تعداد شکارچیان کاهش می\u200cیابد', 'زمانی که قورباغه\u200cهای ریز نیاز به هم\u200cخوانی با محیط اطراف خود دارند']",B,کمبود آب می‌تواند به سرعت بر زندگی قورباغه‌ها تأثیر بگذارد. کوتاه,A,0.8192861676216125,A,0.5275988578796387,False,False,False,False,[0.81928617 0.14320724 0.03195386 0.00555275],[0.52759886 0.46560436 0.00402827 0.00276858]
