,prediction,explanation,raw_output,index,strategy,prompt,passage,question,option_A,option_B,option_C,option_D,correct_answer_num
117,C,اگر به داخل سوکت یا پایه فلزی حباب لامپ در حالی که بخشی از آن داخل سوکت است دست بزنید، ممکن است شوک الکتریکی شدیدی دریافت کنید. بنابراین، پاسخ گزینه C است.,"<explanation>اگر به داخل سوکت یا پایه فلزی حباب لامپ در حالی که بخشی از آن داخل سوکت است دست بزنید، ممکن است شوک الکتریکی شدیدی دریافت کنید. بنابراین، پاسخ گزینه C است.</explanation>
<prediction>C</prediction>",39,explain_then_predict,"
You are given a passage and a multiple-choice question.

Step 1: Provide a step-by-step explanation **in Persian**, based on the passage.  
Step 2: Choose the most supported option (A–D) based on your reasoning.
                                                       
Instructions:
- Your reasoning must be in Persian.
- Do not mention option letters in the explanation.
- Conclude with the final answer (A/B/C/D) in English.

Please answer in EXACTLY this format (do not add anything else):

<explanation>[Step-by-step reasoning in Persian]</explanation>                                              
<prediction>[Final answer: A/B/C/D]</prediction>                                                                                                                
---

Passage: پس از صدها ساعت کار، رشته لامپ در نهایت می‌سوزد و لامپ دیگر کار نمی‌کند. سپس حباب لامپ باید تعویض گردد. هنگام تعویض حباب لامپ باید مراقب بود. ابتدا،‌ کلید متصل به لامپ باید خاموش گردد یا سیم آن قطع گردد. دلیلش این است که الکتریسیته‌ای که به داخل سوکت در محل قرارگیری قسمت فلزی حباب روانه می‌شود می‌تواند شوک الکتریکی شدیدی به شما بدهد البته اگر به داخل سوکت یا پایه فلزی حباب در حالی که بخشی از آن داخل سوکت است دست بزنید.

Question: هنگام تعویض لامپ، لمس کدام یک از موارد زیر می‌تواند خطرناک باشد؟

Options:  
A) رشته  
B) کلید لامپ  
C) پایه لامپ  
D) سیم 
",پس از صدها ساعت کار، رشته لامپ در نهایت می‌سوزد و لامپ دیگر کار نمی‌کند. سپس حباب لامپ باید تعویض گردد. هنگام تعویض حباب لامپ باید مراقب بود. ابتدا،‌ کلید متصل به لامپ باید خاموش گردد یا سیم آن قطع گردد. دلیلش این است که الکتریسیته‌ای که به داخل سوکت در محل قرارگیری قسمت فلزی حباب روانه می‌شود می‌تواند شوک الکتریکی شدیدی به شما بدهد البته اگر به داخل سوکت یا پایه فلزی حباب در حالی که بخشی از آن داخل سوکت است دست بزنید.,هنگام تعویض لامپ، لمس کدام یک از موارد زیر می‌تواند خطرناک باشد؟,رشته,کلید لامپ,پایه لامپ,سیم ,3
118,,پایه فلزی لامپ می‌تواند شوک الکتریکی شدیدی به شما وارد کند، بنابراین هنگام تعویض لامپ باید از لمس آن خودداری کرد.,<explanation>پایه فلزی لامپ می‌تواند شوک الکتریکی شدیدی به شما وارد کند، بنابراین هنگام تعویض لامپ باید از لمس آن خودداری کرد.</explanation>,39,answer_given_explain,"
You are given a passage, a multiple-choice question, and the correct answer.

Your task is to explain **in Persian** why this answer is correct, using only the passage.
                                               
Instructions:
- Only explain why the correct answer (C) is justified.
- Do not reference incorrect options.
- Highlight key evidence from the passage in Persian.
- Keep your explanation concise (1–3 Persian sentences).
- Do not copy any option text directly.

Please answer in EXACTLY this format (do not add anything else):
<explanation>[Your Persian explanation of why the answer is correct]</explanation>                                                                                                

---

Passage: پس از صدها ساعت کار، رشته لامپ در نهایت می‌سوزد و لامپ دیگر کار نمی‌کند. سپس حباب لامپ باید تعویض گردد. هنگام تعویض حباب لامپ باید مراقب بود. ابتدا،‌ کلید متصل به لامپ باید خاموش گردد یا سیم آن قطع گردد. دلیلش این است که الکتریسیته‌ای که به داخل سوکت در محل قرارگیری قسمت فلزی حباب روانه می‌شود می‌تواند شوک الکتریکی شدیدی به شما بدهد البته اگر به داخل سوکت یا پایه فلزی حباب در حالی که بخشی از آن داخل سوکت است دست بزنید.

Question: هنگام تعویض لامپ، لمس کدام یک از موارد زیر می‌تواند خطرناک باشد؟

Options:  
A) رشته  
B) کلید لامپ  
C) پایه لامپ  
D) سیم 

Correct Answer: C
",پس از صدها ساعت کار، رشته لامپ در نهایت می‌سوزد و لامپ دیگر کار نمی‌کند. سپس حباب لامپ باید تعویض گردد. هنگام تعویض حباب لامپ باید مراقب بود. ابتدا،‌ کلید متصل به لامپ باید خاموش گردد یا سیم آن قطع گردد. دلیلش این است که الکتریسیته‌ای که به داخل سوکت در محل قرارگیری قسمت فلزی حباب روانه می‌شود می‌تواند شوک الکتریکی شدیدی به شما بدهد البته اگر به داخل سوکت یا پایه فلزی حباب در حالی که بخشی از آن داخل سوکت است دست بزنید.,هنگام تعویض لامپ، لمس کدام یک از موارد زیر می‌تواند خطرناک باشد؟,رشته,کلید لامپ,پایه لامپ,سیم ,3
119,B,در متن اشاره‌ای به کوتاه کردن چمن‌ها توسط بزها نشده است.,"<prediction>B</prediction> 
<explanation>در متن اشاره‌ای به کوتاه کردن چمن‌ها توسط بزها نشده است.</explanation>",40,predict_then_explain,"
You are given a passage and a multiple-choice question.

Step 1: Based on the passage, choose the most likely correct answer (A–D).  
Step 2: Justify your answer **in Persian**, using evidence or reasoning from the passage.

Instructions:
- Use only the passage to support your answer.
- Do not mention or compare the other answer options.
- Keep the explanation short (1–3 Persian sentences).
- The explanation must be in Persian.
- The prediction must be one of the English letters: A, B, C, or D.

Please answer in EXACTLY this format (do not add anything else):
                                                       
<prediction>[A/B/C/D]</prediction>                                               
<explanation>[Your explanation in Persian]</explanation>                                                                                                              

---

Passage: به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.

Question: کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟

Options:  
A) امکان دسترسی به گوشت را فراهم می‌کردند  
B) به کوتاه کردن چمن‌ها کمک می‌کردند  
C) نقش همراه را داشتند  
D) دسترسی به شیر را فراهم می‌کردند
","به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.",کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟,امکان دسترسی به گوشت را فراهم می‌کردند,به کوتاه کردن چمن‌ها کمک می‌کردند,نقش همراه را داشتند,دسترسی به شیر را فراهم می‌کردند,3
120,B,در متن گفته شده که بزها برای دسترسی به شیر، پشم، گوشت و پوست نگهداری می‌شدند. کوتاه کردن چمن‌ها به عنوان دلیل ذکر نشده است.,"<explanation>در متن گفته شده که بزها برای دسترسی به شیر، پشم، گوشت و پوست نگهداری می‌شدند. کوتاه کردن چمن‌ها به عنوان دلیل ذکر نشده است.</explanation>
<prediction>B</prediction>",40,explain_then_predict,"
You are given a passage and a multiple-choice question.

Step 1: Provide a step-by-step explanation **in Persian**, based on the passage.  
Step 2: Choose the most supported option (A–D) based on your reasoning.
                                                       
Instructions:
- Your reasoning must be in Persian.
- Do not mention option letters in the explanation.
- Conclude with the final answer (A/B/C/D) in English.

Please answer in EXACTLY this format (do not add anything else):

<explanation>[Step-by-step reasoning in Persian]</explanation>                                              
<prediction>[Final answer: A/B/C/D]</prediction>                                                                                                                
---

Passage: به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.

Question: کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟

Options:  
A) امکان دسترسی به گوشت را فراهم می‌کردند  
B) به کوتاه کردن چمن‌ها کمک می‌کردند  
C) نقش همراه را داشتند  
D) دسترسی به شیر را فراهم می‌کردند
","به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.",کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟,امکان دسترسی به گوشت را فراهم می‌کردند,به کوتاه کردن چمن‌ها کمک می‌کردند,نقش همراه را داشتند,دسترسی به شیر را فراهم می‌کردند,3
121,,در متن به این موضوع اشاره نشده که بزها به عنوان همراه نگهداری می‌شدند، بنابراین گزینه C درست است.,<explanation>در متن به این موضوع اشاره نشده که بزها به عنوان همراه نگهداری می‌شدند، بنابراین گزینه C درست است.</explanation>,40,answer_given_explain,"
You are given a passage, a multiple-choice question, and the correct answer.

Your task is to explain **in Persian** why this answer is correct, using only the passage.
                                               
Instructions:
- Only explain why the correct answer (C) is justified.
- Do not reference incorrect options.
- Highlight key evidence from the passage in Persian.
- Keep your explanation concise (1–3 Persian sentences).
- Do not copy any option text directly.

Please answer in EXACTLY this format (do not add anything else):
<explanation>[Your Persian explanation of why the answer is correct]</explanation>                                                                                                

---

Passage: به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.

Question: کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟

Options:  
A) امکان دسترسی به گوشت را فراهم می‌کردند  
B) به کوتاه کردن چمن‌ها کمک می‌کردند  
C) نقش همراه را داشتند  
D) دسترسی به شیر را فراهم می‌کردند

Correct Answer: C
","به نظر می‌رسد که بزها ابتدا حدود 10,000 سال پیش در کوه‌های زاگرس ایران اهلی شده باشند. فرهنگهای کهن و قبایل شروع به نگهداری از آنها برای دسترسی آسان به شیر، پشم، گوشت، و پوست کردند. بزهای اهلی بطور کل بصورت گله‌ای روی تپه‌ها یا سایر مناطق چرا نگهداری می‌شدند و اغلب توسط بزچران‌هایی که اغلب کودک و نوجوان بودند مشابه چوپانان معمول تیمار می‌شدند. این روش‌های گله‌داری هنوز امروزه بکار می‌روند.",کدام یک از موارد زیر دلیلی بر نگهداری بز در فرهنگ‌های باستانی نبود؟,امکان دسترسی به گوشت را فراهم می‌کردند,به کوتاه کردن چمن‌ها کمک می‌کردند,نقش همراه را داشتند,دسترسی به شیر را فراهم می‌کردند,3
122,D,همجوشی هسته‌ای باعث تولید انرژی می‌شود، درست مثل کاری که ستارگان انجام می‌دهند.,"<prediction>D</prediction>
<explanation>همجوشی هسته‌ای باعث تولید انرژی می‌شود، درست مثل کاری که ستارگان انجام می‌دهند.</explanation>",41,predict_then_explain,"
You are given a passage and a multiple-choice question.

Step 1: Based on the passage, choose the most likely correct answer (A–D).  
Step 2: Justify your answer **in Persian**, using evidence or reasoning from the passage.

Instructions:
- Use only the passage to support your answer.
- Do not mention or compare the other answer options.
- Keep the explanation short (1–3 Persian sentences).
- The explanation must be in Persian.
- The prediction must be one of the English letters: A, B, C, or D.

Please answer in EXACTLY this format (do not add anything else):
                                                       
<prediction>[A/B/C/D]</prediction>                                               
<explanation>[Your explanation in Persian]</explanation>                                                                                                              

---

Passage: ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.

Question: یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟

Options:  
A) هیدروژن  
B) ستاره‌ها  
C) اتم‌ها  
D) انرژی
",ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.,یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟,هیدروژن,ستاره‌ها,اتم‌ها,انرژی,4
123,D,این متن در مورد تولید انرژی در ستارگان و تلاش دانشمندان برای ساخت راکتوری مشابه است. در این فرایند، اتم‌های هیدروژن با هم ترکیب می‌شوند تا عناصر سنگین‌تر ایجاد شوند و در این حین، نور و گرما تولید می‌شود. بنابراین، یک راکتور همجوشی کارآمد باید انرژی تولید کند.,"<explanation>این متن در مورد تولید انرژی در ستارگان و تلاش دانشمندان برای ساخت راکتوری مشابه است. در این فرایند، اتم‌های هیدروژن با هم ترکیب می‌شوند تا عناصر سنگین‌تر ایجاد شوند و در این حین، نور و گرما تولید می‌شود. بنابراین، یک راکتور همجوشی کارآمد باید انرژی تولید کند.</explanation>
<prediction>D</prediction>",41,explain_then_predict,"
You are given a passage and a multiple-choice question.

Step 1: Provide a step-by-step explanation **in Persian**, based on the passage.  
Step 2: Choose the most supported option (A–D) based on your reasoning.
                                                       
Instructions:
- Your reasoning must be in Persian.
- Do not mention option letters in the explanation.
- Conclude with the final answer (A/B/C/D) in English.

Please answer in EXACTLY this format (do not add anything else):

<explanation>[Step-by-step reasoning in Persian]</explanation>                                              
<prediction>[Final answer: A/B/C/D]</prediction>                                                                                                                
---

Passage: ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.

Question: یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟

Options:  
A) هیدروژن  
B) ستاره‌ها  
C) اتم‌ها  
D) انرژی
",ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.,یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟,هیدروژن,ستاره‌ها,اتم‌ها,انرژی,4
124,,این راکتورها با همان فرایندی که در ستاره‌ها رخ می‌دهد، انرژی تولید خواهند کرد.,<explanation>این راکتورها با همان فرایندی که در ستاره‌ها رخ می‌دهد، انرژی تولید خواهند کرد.</explanation>,41,answer_given_explain,"
You are given a passage, a multiple-choice question, and the correct answer.

Your task is to explain **in Persian** why this answer is correct, using only the passage.
                                               
Instructions:
- Only explain why the correct answer (D) is justified.
- Do not reference incorrect options.
- Highlight key evidence from the passage in Persian.
- Keep your explanation concise (1–3 Persian sentences).
- Do not copy any option text directly.

Please answer in EXACTLY this format (do not add anything else):
<explanation>[Your Persian explanation of why the answer is correct]</explanation>                                                                                                

---

Passage: ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.

Question: یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟

Options:  
A) هیدروژن  
B) ستاره‌ها  
C) اتم‌ها  
D) انرژی

Correct Answer: D
",ستارگان به دلیل انرژی ایجاد شده هنگام ادغام (یا ذوب شدن) اتم های هیدروژن برای ساخت عناصر سنگین تر، نور و گرما تولید می‌کنند. دانشمندان در تلاش هستند رآکتوری بسازند که به همان روش انرژی تولید کند. با این حال، حل این مشکل کار بسیار سختی است و تا ساخت راکتورهای مفید فیوژن سال‌ها طول خواهد کشید.,یک راکتور همجوشی کارامد کدام یک از موارد زیر را تولید خواهد کرد؟,هیدروژن,ستاره‌ها,اتم‌ها,انرژی,4
125,B,تلویزیون‌ها طوری ساخته شده‌اند که تصویر با کل صفحه نمایش تطبیق پیدا کند و به همین دلیل کناره‌های تصویر برش خورده است.,"<prediction>B</prediction> 
<explanation>تلویزیون‌ها طوری ساخته شده‌اند که تصویر با کل صفحه نمایش تطبیق پیدا کند و به همین دلیل کناره‌های تصویر برش خورده است.</explanation>",42,predict_then_explain,"
You are given a passage and a multiple-choice question.

Step 1: Based on the passage, choose the most likely correct answer (A–D).  
Step 2: Justify your answer **in Persian**, using evidence or reasoning from the passage.

Instructions:
- Use only the passage to support your answer.
- Do not mention or compare the other answer options.
- Keep the explanation short (1–3 Persian sentences).
- The explanation must be in Persian.
- The prediction must be one of the English letters: A, B, C, or D.

Please answer in EXACTLY this format (do not add anything else):
                                                       
<prediction>[A/B/C/D]</prediction>                                               
<explanation>[Your explanation in Persian]</explanation>                                                                                                              

---

Passage: یکی از شایع‌ترین مشکلات هنگام تبدیل کردن فیلم به قالب DVD بیرون زدن تصویر از کادر است. اکثر تلویزیون‌ها طوری ساخته شده‌است که مورد پسند مردم باشد. به آن دلیل، هر آنچه در تلویزیون مشاهده می‌کنید، کناره‌هایش از بالا، پایین و دو طرف برش خورده است. این برای اطمینان از آن ساخته شده تا تصویر به درستی در کل صفحه نمایش داده می‌شود. به آن overscan گفته می‌شود. متأسفانه وقتی یک DVD می‌سازید، کناره‌هایش نیز به احتمال زیاد از کادر خارج می‌شود و اگر زیرنویس این ویدئو به پایین تصویر خیلی نزدیک باشد، کامل نشان داده نمی‌شوند.

Question: چرا کناره تصاویر در تلویزیون برش خورده می‌شود؟

Options:  
A) برای ایجاد امکان زیرنویس نوشتن  
B) برای اینکه تصویر با کل صفحه تطبیق پیدا کند  
C) برای ایجاد امکان تبدیل ساده به فرمت‌های دیگر  
D) برای بیش از اندازه نزدیک به پایین برش خوردن زیرنویس‌ها
",یکی از شایع‌ترین مشکلات هنگام تبدیل کردن فیلم به قالب DVD بیرون زدن تصویر از کادر است. اکثر تلویزیون‌ها طوری ساخته شده‌است که مورد پسند مردم باشد. به آن دلیل، هر آنچه در تلویزیون مشاهده می‌کنید، کناره‌هایش از بالا، پایین و دو طرف برش خورده است. این برای اطمینان از آن ساخته شده تا تصویر به درستی در کل صفحه نمایش داده می‌شود. به آن overscan گفته می‌شود. متأسفانه وقتی یک DVD می‌سازید، کناره‌هایش نیز به احتمال زیاد از کادر خارج می‌شود و اگر زیرنویس این ویدئو به پایین تصویر خیلی نزدیک باشد، کامل نشان داده نمی‌شوند.,چرا کناره تصاویر در تلویزیون برش خورده می‌شود؟,برای ایجاد امکان زیرنویس نوشتن,برای اینکه تصویر با کل صفحه تطبیق پیدا کند,برای ایجاد امکان تبدیل ساده به فرمت‌های دیگر,برای بیش از اندازه نزدیک به پایین برش خوردن زیرنویس‌ها,2
126,B,زیرا اکثر تلویزیون‌ها طوری ساخته شده‌اند که مورد پسند مردم باشد و تصویر با کل صفحه تطبیق پیدا کند. این کار باعث می‌شود که کناره‌های تصویر از بالا، پایین و دو طرف برش خورده و در کل صفحه نمایش داده شود.,"<explanation>زیرا اکثر تلویزیون‌ها طوری ساخته شده‌اند که مورد پسند مردم باشد و تصویر با کل صفحه تطبیق پیدا کند. این کار باعث می‌شود که کناره‌های تصویر از بالا، پایین و دو طرف برش خورده و در کل صفحه نمایش داده شود.</explanation>
<prediction>B</prediction>",42,explain_then_predict,"
You are given a passage and a multiple-choice question.

Step 1: Provide a step-by-step explanation **in Persian**, based on the passage.  
Step 2: Choose the most supported option (A–D) based on your reasoning.
                                                       
Instructions:
- Your reasoning must be in Persian.
- Do not mention option letters in the explanation.
- Conclude with the final answer (A/B/C/D) in English.

Please answer in EXACTLY this format (do not add anything else):

<explanation>[Step-by-step reasoning in Persian]</explanation>                                              
<prediction>[Final answer: A/B/C/D]</prediction>                                                                                                                
---

Passage: یکی از شایع‌ترین مشکلات هنگام تبدیل کردن فیلم به قالب DVD بیرون زدن تصویر از کادر است. اکثر تلویزیون‌ها طوری ساخته شده‌است که مورد پسند مردم باشد. به آن دلیل، هر آنچه در تلویزیون مشاهده می‌کنید، کناره‌هایش از بالا، پایین و دو طرف برش خورده است. این برای اطمینان از آن ساخته شده تا تصویر به درستی در کل صفحه نمایش داده می‌شود. به آن overscan گفته می‌شود. متأسفانه وقتی یک DVD می‌سازید، کناره‌هایش نیز به احتمال زیاد از کادر خارج می‌شود و اگر زیرنویس این ویدئو به پایین تصویر خیلی نزدیک باشد، کامل نشان داده نمی‌شوند.

Question: چرا کناره تصاویر در تلویزیون برش خورده می‌شود؟

Options:  
A) برای ایجاد امکان زیرنویس نوشتن  
B) برای اینکه تصویر با کل صفحه تطبیق پیدا کند  
C) برای ایجاد امکان تبدیل ساده به فرمت‌های دیگر  
D) برای بیش از اندازه نزدیک به پایین برش خوردن زیرنویس‌ها
",یکی از شایع‌ترین مشکلات هنگام تبدیل کردن فیلم به قالب DVD بیرون زدن تصویر از کادر است. اکثر تلویزیون‌ها طوری ساخته شده‌است که مورد پسند مردم باشد. به آن دلیل، هر آنچه در تلویزیون مشاهده می‌کنید، کناره‌هایش از بالا، پایین و دو طرف برش خورده است. این برای اطمینان از آن ساخته شده تا تصویر به درستی در کل صفحه نمایش داده می‌شود. به آن overscan گفته می‌شود. متأسفانه وقتی یک DVD می‌سازید، کناره‌هایش نیز به احتمال زیاد از کادر خارج می‌شود و اگر زیرنویس این ویدئو به پایین تصویر خیلی نزدیک باشد، کامل نشان داده نمی‌شوند.,چرا کناره تصاویر در تلویزیون برش خورده می‌شود؟,برای ایجاد امکان زیرنویس نوشتن,برای اینکه تصویر با کل صفحه تطبیق پیدا کند,برای ایجاد امکان تبدیل ساده به فرمت‌های دیگر,برای بیش از اندازه نزدیک به پایین برش خوردن زیرنویس‌ها,2
127,,این اتفاق می‌افتد تا تصویر با کل صفحه تلویزیون تطبیق پیدا کند و به درستی در کل صفحه نمایش داده شود.,<explanation>این اتفاق می‌افتد تا تصویر با کل صفحه تلویزیون تطبیق پیدا کند و به درستی در کل صفحه نمایش داده شود.</explanation>,42,answer_given_explain,"
You are given a passage, a multiple-choice question, and the correct answer.

Your task is to explain **in Persian** why this answer is correct, using only the passage.
                                               
Instructions:
- Only explain why the correct answer (B) is justified.
- Do not reference incorrect options.
- Highlight key evidence from the passage in Persian.
- Keep your explanation concise (1–3 Persian sentences).
- Do not copy any option text directly.

Please answer in EXACTLY this format (do not add anything else):
<explanation>[Your Persian explanation of why the answer is correct]</explanation>                                                                                                

---

Passage: یکی از شایع‌ترین مشکلات هنگام تبدیل کردن فیلم به قالب DVD بیرون زدن تصویر از کادر است. اکثر تلویزیون‌ها طوری ساخته شده‌است که مورد پسند مردم باشد. به آن دلیل، هر آنچه در تلویزیون مشاهده می‌کنید، کناره‌هایش از بالا، پایین و دو طرف برش خورده است. این برای اطمینان از آن ساخته شده تا تصویر به درستی در کل صفحه نمایش داده می‌شود. به آن overscan گفته می‌شود. متأسفانه وقتی یک DVD می‌سازید، کناره‌هایش نیز به احتمال زیاد از کادر خارج می‌شود و اگر زیرنویس این ویدئو به پایین تصویر خیلی نزدیک باشد، کامل نشان داده نمی‌شوند.

Question: چرا کناره تصاویر در تلویزیون برش خورده می‌شود؟

Options:  
A) برای ایجاد امکان زیرنویس نوشتن  
B) برای اینکه تصویر با کل صفحه تطبیق پیدا کند  
C) برای ایجاد امکان تبدیل ساده به فرمت‌های دیگر  
D) برای بیش از اندازه نزدیک به پایین برش خوردن زیرنویس‌ها

Correct Answer: B
",یکی از شایع‌ترین مشکلات هنگام تبدیل کردن فیلم به قالب DVD بیرون زدن تصویر از کادر است. اکثر تلویزیون‌ها طوری ساخته شده‌است که مورد پسند مردم باشد. به آن دلیل، هر آنچه در تلویزیون مشاهده می‌کنید، کناره‌هایش از بالا، پایین و دو طرف برش خورده است. این برای اطمینان از آن ساخته شده تا تصویر به درستی در کل صفحه نمایش داده می‌شود. به آن overscan گفته می‌شود. متأسفانه وقتی یک DVD می‌سازید، کناره‌هایش نیز به احتمال زیاد از کادر خارج می‌شود و اگر زیرنویس این ویدئو به پایین تصویر خیلی نزدیک باشد، کامل نشان داده نمی‌شوند.,چرا کناره تصاویر در تلویزیون برش خورده می‌شود؟,برای ایجاد امکان زیرنویس نوشتن,برای اینکه تصویر با کل صفحه تطبیق پیدا کند,برای ایجاد امکان تبدیل ساده به فرمت‌های دیگر,برای بیش از اندازه نزدیک به پایین برش خوردن زیرنویس‌ها,2
