Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
با اینکه به عنوان جهانگرد یا تاجر ممکن است برای بازدید کوتاه از بعضی کشورها نیاز به ویزا نداشته باشید، ولی مسافرت به آنجا به عنوان دانشجوی بین‌المللی بطور کل مستلزم اقامت بلندمدت‌تری نسبت به یک جهانگرد عادی است. به طور کلی، ماندن در هر کشور خارجی برای مدت طولانی نیازمند این است که از قبل ویزای آن کشور را گرفته باشید. الزامات و رویه‌های تقاضای ویزاهای دانشجویی معمولاً با ویزاهای گردشگری عادی و کاری تفاوت دارند. در اغلب کشورها، لازم است که یک نامه پیشنهاد از موسسه‌ای که مایلید در آنجا تحصیل کنید داشته باشید و همچنین به مدارکی از بودجه‌ای که حداقل در سال اول دوره آموزش از شما حمایت می‌کند نیاز دارید. برای اطلاع از الزامات، موضوع را با موسسه و همچنین اداره مهاجرت کشور مورد نظر برای تحصیل بررسی کنید.,چه کسی احتمالاً به یک تمدید ویزا نیاز دارد؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که در مورد تفاوت بین مسافرت کوتاه مدت و بلند مدت صحبت می کند. در این متن گفته شده است که برای ماندن در یک کشور خارجی به مدت طولانی، نیاز به ویزا دارید. سپس در مورد الزامات ویزاهای دانشجویی صحبت می کند که با ویزاهای گردشگری عادی و کاری تفاوت دارند. از این رو، می توان نتیجه گرفت که یک دانشجوی بین المللی که برای تحصیل در یک کشور خارجی به مدت طولانی می رود، احتمالاً به یک تمدید ویزا نیاز دارد.

همچنین در متن گفته شده است که برای تحصیل در یک کشور خارجی، نیاز به یک نامه پیشنهاد از موسسه ای که مایلید در آنجا تحصیل کنید داشته باشید و همچنین به مدارکی از بودجه ای که حداقل در سال اول دوره آموزش از شما حمایت می کند نیاز دارید. این الزامات نشان می دهد که یک دانشجوی بین المللی به یک تمدید ویزا نیاز دارد.

بنابراین، گزینه ۳ (یک دانشجوی بین المللی) پاسخ صحیح است.</explanation>

<highlight>برای ماندن در هر کشور خارجی برای مدت طولانی نیازمند این است که از قبل ویزای آن کشور را گرفته باشید. الزامات و رویه‌های تقاضای ویزاهای دانشجویی معمولاً با ویزاهای گردشگری عادی و کاری تفاوت دارند.</highlight>

<keywords>['ویزا', 'دانشجوی بین المللی', 'اقامت بلندمدت', 'موسسه', 'بودجه']</keywords>",یک توریست معمولی,یک مسافر مشتاق,یک دانشجوی بین‌المللی,یک مسافر تجاری
به ویژه در تابستان، اگر تصمیم دارید که در جنگل‌های بارانی پیاده روی کنید، مراقب پشه‌ها باشید. حتی اگر در جنگل‌های بارانی نیمه گرمسیری مشغول رانندگی هستید، همان چند ثانیه‌ای که برای ورود به خودرو درها را باز می‌کنید کافیست تا پشه‌ها زمان کافی برای وارد شدن به خودرو را همراه شما داشته باشند.,چه زمانی باید به‌ویژه نگران پشه‌ها باشید؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به جمله اول متن توجه کنیم که می‌گوید «به ویژه در تابستان، اگر تصمیم دارید که در جنگل‌های بارانی پیاده روی کنید، مراقب پشه‌ها باشید». این جمله نشان می‌دهد که در تابستان باید به‌ویژه نگران پشه‌ها بود. دلیل این نگرانی این است که پشه‌ها در تابستان فعال‌تر هستند و احتمال حمله آنها به انسان بیشتر است. بنابراین، پاسخ صحیح گزینه ۱ است.
</explanation>

<highlight>به ویژه در تابستان، اگر تصمیم دارید که در جنگل‌های بارانی پیاده روی کنید، مراقب پشه‌ها باشید.</highlight>

<keywords>['تابستان', 'پشه‌ها', 'جنگل‌های بارانی', 'پیاده روی']</keywords>",درطول ماه‌های تابستان,در طول پیاده‌روی,در جنگل بارانی,هنگام رانندگی
به ویژه در تابستان، اگر تصمیم دارید که در جنگل‌های بارانی پیاده روی کنید، مراقب پشه‌ها باشید. حتی اگر در جنگل‌های بارانی نیمه گرمسیری مشغول رانندگی هستید، همان چند ثانیه‌ای که برای ورود به خودرو درها را باز می‌کنید کافیست تا پشه‌ها زمان کافی برای وارد شدن به خودرو را همراه شما داشته باشند.,مطابق با متن، به‌منظور اجتناب از پشه‌ها هنگام رانندگی در جنگل‌های بارانی باید چه کاری انجام دهید؟,1,"<answer>4</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که «همان چند ثانیه‌ای که برای ورود به خودرو درها را باز می‌کنید کافیست تا پشه‌ها زمان کافی برای وارد شدن به خودرو را همراه شما داشته باشند.» این جمله نشان می‌دهد که پشه‌ها هنگام باز کردن درهای ماشین وارد خودرو می‌شوند. بنابراین، برای اجتناب از پشه‌ها هنگام رانندگی در جنگل‌های بارانی باید از باز کردن درهای ماشین به‌مدت طولانی جلوگیری کنیم. این کار را می‌توان با دور شدن از ماشین هنگام پیاده‌روی انجام داد. یعنی وقتی که از ماشین خارج می‌شوید، درها را بلافاصله بسته نگه دارید تا پشه‌ها وارد نشوند.

</explanation>

<highlight>
«همان چند ثانیه‌ای که برای ورود به خودرو درها را باز می‌کنید کافیست تا پشه‌ها زمان کافی برای وارد شدن به خودرو را همراه شما داشته باشند.»
</highlight>

<keywords>['پشه‌ها', 'جنگل‌های بارانی', 'رانندگی', 'دور شدن از ماشین', 'باز کردن درهای ماشین']</keywords>",باز گذاشتن درهای ماشین به‌مدت طولانی,رانندگی کردن درطول تابستان,رانندگی در مناطق نیمه‌گرمسیری,دور شدن از ماشین هنگام پیاده‌روی
"سونداربانس بزرگترین کمربند یکپارچه درختان حرا در جهان است که 80 کیلومتر (50 مایل) امتداد دارد و از ساحل بنگلادش و هند به سمت مناطق داخلی کشیده شده است. «سانداربنس» سایت میراث جهانی یونسکو اعلام شده است. بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربنس نامیده می‌شود. این جنگل‌ها فقط باتلاق‌های کرنا نیست - بلکه برخی از آخرین باقی‌مانده‌های جنگل‌های انبوه را در خود جای داده‌اند که زمانی جلگه سند و گنگ را پوشانده بود. محدوده سونداربانس حدود 3,850 کیلومتر مربع است و حدود یک سوم آن را آب/مرداب تشکیل داده است. ساندربانس از سال 1966 یک حفاظتگاه حیات وحش بوده است و تخمین زده شده که اکنون 400 ببر بنگال سلطنتی و حدود 30,000 گوزن در این منطقه دیده شده است.",مطابق متن، کدام‌یک از عبارات زیر درباره سونداربانس صحیح نیست؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم و اطلاعات مربوط به سونداربانس را بررسی کنیم. در متن آمده است که «حدود یک سوم آن را آب/مرداب تشکیل داده است». این جمله نشان می‌دهد که تنها یک سوم از منطقه سونداربانس با باتلاق پوشیده شده است، نه نیمی از آن. بنابراین، گزینه ۲ صحیح نیست.

در گزینه ۱، متن می‌گوید که سونداربانس برخی از آخرین باقی‌مانده‌های جنگل‌های انبوه را در خود جای داده است، که این گزینه را صحیح می‌کند.

گزینه ۳ نیز صحیح است، زیرا متن می‌گوید که سونداربانس بزرگترین کمربند درختان حرا در جهان است.

گزینه ۴ نیز صحیح است، زیرا متن می‌گوید که حدود ۳۰٬۰۰۰ گوزن در این منطقه دیده شده است، در حالی که تنها ۴۰۰ ببر بنگال سلطنتی در این منطقه وجود دارد.

بنابراین، گزینه ۲ تنها گزینه‌ای است که صحیح نیست.</explanation>

<highlight>حدود یک سوم آن را آب/مرداب تشکیل داده است</highlight>

<keywords>[""سونداربانس"", ""کمربند درختان حرا"", ""جنگل‌های انبوه"", ""باتلاق"", ""گوزن"", ""ببر بنگال""]</keywords>",ویژگی آن داشتن تعداد جنگل‌های بزرگی است که باقی مانده است,نیمی از کل منطقه آن با باتلاق پوشیده شده است,بزرگترین کمربند درختان حَرا را در جهان دارد,گوزن‌های خال‌دار بیشتری نسبت به ببرهای بنگال دارد
"سونداربانس بزرگترین کمربند یکپارچه درختان حرا در جهان است که 80 کیلومتر (50 مایل) امتداد دارد و از ساحل بنگلادش و هند به سمت مناطق داخلی کشیده شده است. «سانداربنس» سایت میراث جهانی یونسکو اعلام شده است. بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربنس نامیده می‌شود. این جنگل‌ها فقط باتلاق‌های کرنا نیست - بلکه برخی از آخرین باقی‌مانده‌های جنگل‌های انبوه را در خود جای داده‌اند که زمانی جلگه سند و گنگ را پوشانده بود. محدوده سونداربانس حدود 3,850 کیلومتر مربع است و حدود یک سوم آن را آب/مرداب تشکیل داده است. ساندربانس از سال 1966 یک حفاظتگاه حیات وحش بوده است و تخمین زده شده که اکنون 400 ببر بنگال سلطنتی و حدود 30,000 گوزن در این منطقه دیده شده است.",کدام بخش از جنگل در سرزمین هندوستان است؟,1,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که در مورد سونداربانس صحبت می‌کند. در متن آمده است که «بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربنس نامیده می‌شود». این جمله به وضوح بیان می‌کند که بخش جنگلی سونداربانس در سرزمین هندوستان است و نام آن پارک جنگلی سانداربنس است. بنابراین، پاسخ صحیح گزینه ۱ است.

</explanation>

<highlight>
«بخش جنگلی واقع در قلمرو هندوستان پارک جنگلی سانداربنس نامیده می‌شود».
</highlight>

<keywords>['سونداربانس', 'هندوستان', 'پارک جنگلی سانداربنس', 'جنگل']</keywords>",پارک ملی سونداربانس,حفاظت‌گاه حیات‌وحش ,سایت میراث جهانی,دشت گنگ
"در دنیا بیش از 5,000 زبان مختلف وجود دارد که تعداد متکلمان بیش از بیست تای آنها هرکدام به 50 میلیون نفر یا بیشتر می‌رسد. همچنین کلمات کتبی اغلب راحتر از کلمات شفاهی فهمیده می‌شوند. این مطلب بویژه در مورد نشانی‌هایی که اغلب تلفظ قابل فهم مشکلی دارند صادق است. در بسیاری از ملت‌ها کل کشور انگلیسی را کاملاً روان صحبت می‌کنند، و حتی می‌توانید انتظار دانش محدود به زبان‌های دیگر را - بویژه در میان قشر جوانتر - داشته باشید. تصور کنید، در صورت تمایل، یک Mancunian، Bostonian، جامائیکایی و Sydneysider برای صرف شام در یک رستوران در تورنتو دور یک میز نشسته اند. آنها سرشان به گفتن داستان‌هایی از زادگاهشان گرم شده بود و با لهجه‌های خاص خودشان و اصطلاحات عامیانه‌شان تعریف می‌کردند.",مطابق با متن، چه کسانی به احتمال زیاد حداقل درک محدودی از زبان انگلیسی را دارند؟,2,"<answer>2</answer>

<explanation>
با توجه به متن، در بسیاری از ملت‌ها کل کشور انگلیسی را کاملاً روان صحبت می‌کنند، و حتی می‌توانید انتظار دانش محدود به زبان‌های دیگر را - بویژه در میان قشر جوانتر - داشته باشید. این جمله نشان می‌دهد که در میان قشر جوانتر، انتظار می‌رود که دانش محدودی از زبان انگلیسی داشته باشند. بنابراین، افرادی که سن کمتری دارند به احتمال زیاد حداقل درک محدودی از زبان انگلیسی را دارند.

همچنین، از آنجا که در متن اشاره شده است که بسیاری از ملت‌ها انگلیسی را کاملاً روان صحبت می‌کنند، می‌توان انتظار داشت که افرادی که سن کمتری دارند، به دلیل تعامل بیشتر با زبان انگلیسی در محیط آموزشی و اجتماعی، حداقل درک محدودی از این زبان را داشته باشند.

بنابراین، با توجه به متن، گزینه ۲ که افرادی که سن کمتری دارند را انتخاب می‌کنیم.</explanation>

<highlight>بویژه در میان قشر جوانتر - داشته باشید.</highlight>

<keywords>[""زبان انگلیسی"", ""قشر جوانتر"", ""دانش محدود"", ""میلت‌ها""]</keywords>",کسانی که حداقل به دو زبان دیگر حرف می‌زنند,افرادی که سن کمتری دارند,افرادی که به تورنتو مسافرت می‌کنند,افرادی که سن بیشتری دارند
"در دنیا بیش از 5,000 زبان مختلف وجود دارد که تعداد متکلمان بیش از بیست تای آنها هرکدام به 50 میلیون نفر یا بیشتر می‌رسد. همچنین کلمات کتبی اغلب راحتر از کلمات شفاهی فهمیده می‌شوند. این مطلب بویژه در مورد نشانی‌هایی که اغلب تلفظ قابل فهم مشکلی دارند صادق است. در بسیاری از ملت‌ها کل کشور انگلیسی را کاملاً روان صحبت می‌کنند، و حتی می‌توانید انتظار دانش محدود به زبان‌های دیگر را - بویژه در میان قشر جوانتر - داشته باشید. تصور کنید، در صورت تمایل، یک Mancunian، Bostonian، جامائیکایی و Sydneysider برای صرف شام در یک رستوران در تورنتو دور یک میز نشسته اند. آنها سرشان به گفتن داستان‌هایی از زادگاهشان گرم شده بود و با لهجه‌های خاص خودشان و اصطلاحات عامیانه‌شان تعریف می‌کردند.",مطابق با متن، تلفظ چه چیز می‌تواند سخت باشد؟,2,"<answer>2</answer>

<explanation>
با توجه به متن، می‌خوانیم که ""کلمات کتبی اغلب راحتر از کلمات شفاهی فهمیده می‌شوند"" و این مطلب بویژه در مورد نشانی‌هایی که اغلب تلفظ قابل فهم مشکلی دارند صادق است. این جمله نشان می‌دهد که نشانی‌ها ممکن است تلفظ آنها سخت باشد. بنابراین، گزینه ۲، یعنی نشانی‌ها، پاسخ صحیح است.
</explanation>

<highlight>
""کلمات کتبی اغلب راحتر از کلمات شفاهی فهمیده می‌شوند"" و ""این مطلب بویژه در مورد نشانی‌هایی که اغلب تلفظ قابل فهم مشکلی دارند صادق است""
</highlight>

<keywords>['تلفظ', 'کلمات کتبی', 'کلمات شفاهی', 'نشانی‌ها', 'مشکل']</keywords>",لغت‌هایی که لهجه‌های متمایزی دارند,نشانی‌ها,لغات مکتوب,زبان صنفی محلی
اتوبوس‌ها در سراسر روز از ایستگاه بین منطقه‌ای (روبروی رودخانه) عزیمت می‌کنند، ولی اکثر آنها بویژه با مقصد شرق و جاکار/بومتهنگ بین ساعت‌های 06:30 و 07:30 حرکت می‌کنند. از آنجایی که اتوبوس‌های بین منطقه‌ای اغلب پر هستند،‌ توصیه می‌شود که از چند روز قبل بلیط تهیه شود. اکثر نواحی توسط اتوبوسهای دریایی کوچک ژاپنی که راحت و محکم هستند پوشش داده می‌شوند. تاکسی‌های مشترک یکی از روش‌های سریع و راحت برای سفر به مکان‌های نزدیک نظیر پارو (Nu 150) و پوناخا (Nu 200) هستند.,مطابق با متن، کدام سناریو برای مسافری که قصد گرفتن اتوبوس از ایستگاه بین منطقه‌ای دارد مطلوب خواهد بود؟,3,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم. در متن گفته شده است که اکثر اتوبوس‌ها بین ساعت‌های 06:30 و 07:30 حرکت می‌کنند و توصیه می‌شود که از چند روز قبل بلیط تهیه شود. بنابراین، برای مسافری که قصد گرفتن اتوبوس از ایستگاه بین منطقه‌ای دارد، مطلوب‌ترین سناریو این است که به جاکار می‌رود و از قبل یک بلیط خریده است. این سناریو مطابق با توصیه متن است که از قبل بلیط تهیه شود و در ساعت مناسبی به مقصد برسد.

همچنین، سایر گزینه‌ها مطابق با متن نیستند. گزینه 2 می‌گوید که مسافر به بومتهنگ می‌رود و لازم است تا ساعت 7 حرکت کند، اما متن نمی‌گوید که باید دقیقاً در ساعت 7 حرکت کند. گزینه 3 می‌گوید که مسافر به پارو می‌رود و لازم است پس از ساعت 11 حرکت کند، اما متن نمی‌گوید که اتوبوس‌ها در ساعت 11 حرکت می‌کنند. گزینه 4 می‌گوید که مسافر به شرق می‌رود قبل از ساعت 6:20 به ایستگاه می‌رسد، اما متن نمی‌گوید که باید قبل از ساعت 6:20 به ایستگاه برسد.

بنابراین، گزینه 1 مطلوب‌ترین سناریو برای مسافری است که قصد گرفتن اتوبوس از ایستگاه بین منطقه‌ای دارد.</explanation>

<highlight>اکثر اتوبوس‌ها بین ساعت‌های 06:30 و 07:30 حرکت می‌کنند و توصیه می‌شود که از چند روز قبل بلیط تهیه شود.</highlight>

<keywords>['اتوبوس', 'ایستگاه بین منطقه‌ای', 'بلیط', 'جاکار', 'ساعت']</keywords>",مسافر به جاکار می‌رود و از قبل یک بلیط خریده است,مسافر به بومتهنگ می‌رود و لازم است تا ساعت 7 حرکت کند,مسافر به پارو می‌رود و لازم است پس از ساعت 11 حرکت کند,مسافر به شرق می‌رود قبل از ساعت 6:20 به ایستگاه می‌رسد
اتوبوس‌ها در سراسر روز از ایستگاه بین منطقه‌ای (روبروی رودخانه) عزیمت می‌کنند، ولی اکثر آنها بویژه با مقصد شرق و جاکار/بومتهنگ بین ساعت‌های 06:30 و 07:30 حرکت می‌کنند. از آنجایی که اتوبوس‌های بین منطقه‌ای اغلب پر هستند،‌ توصیه می‌شود که از چند روز قبل بلیط تهیه شود. اکثر نواحی توسط اتوبوسهای دریایی کوچک ژاپنی که راحت و محکم هستند پوشش داده می‌شوند. تاکسی‌های مشترک یکی از روش‌های سریع و راحت برای سفر به مکان‌های نزدیک نظیر پارو (Nu 150) و پوناخا (Nu 200) هستند.,چه نکته‌ای برای توریستی که قصد سفر از ایستگاه اتوبوس بین منطقه‌ای به سمت شرق دارد خوب است؟,2,"<answer>2</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم که در مورد اتوبوس‌های بین منطقه‌ای صحبت می‌کند. در متن گفته شده که اکثر اتوبوس‌ها بین ساعت‌های 06:30 و 07:30 حرکت می‌کنند و توصیه می‌شود که از چند روز قبل بلیط تهیه شود. این بدان معنی است که اتوبوس‌ها پر هستند و بهتر است که از قبل بلیط تهیه شود تا از عدم دسترسی به بلیط جلوگیری شود. بنابراین، برای توریستی که قصد سفر از ایستگاه اتوبوس بین منطقه‌ای به سمت شرق دارد، خرید یک بلیط از قبل بهترین گزینه است.

</explanation>

<highlight>
اتوبوس‌های بین منطقه‌ای اغلب پر هستند،‌ توصیه می‌شود که از چند روز قبل بلیط تهیه شود.
</highlight>

<keywords>['اتوبوس بین منطقه‌ای', 'بلیط', 'ساعت', 'شرق', 'توصیه']</keywords>",اتوبوس‌ها فقط پس از ساعت 8:30 عزیمت می‌کنند,خرید یک بلیط از قبل,بسیاری از اتوبوس‌ها در روز عزیمت می‌کنند,یک تاکسی مشترک می‌تواند هوشمندانه‌ترین روش مسافرت باشد
شهر «تیمبوکتو» که تقریباً دسترسی خیلی کمی داشته سبب شده که نامش به عنوان استعاره برای سرزمین‌های عجیب و دور از دسترس استفاده شود. امروز، تیمبوکتو شهر فقیری است، اگرچه بخاطر قدمتش دارای جاذبه گردشگری است و فرودگاهی هم دارد. در سال 1990، به‌دلیل خطر شنهای صحرا به فهرست میراث‌های جهانی در معرض خطر اضافه شد. آن توقف یکی از توقف‌های اصلی طی برنامه ویژه لوییس گیتس PBS با نام «عجایب دنیای آفریقا» بود. این شهر به طور آشکاری با سایر شهرهای این کشور در تضاد است، زیرا بیشتر دارای خصایص عربی ست تا خصایص آفریقایی.,کدام‌یک از موارد زیر توصیف دقیقی از تیمبوکتو نیست؟,3,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، باید به متن توجه کنیم و مشخصات تیمبوکتو را بررسی کنیم. در متن گفته شده است که تیمبوکتو دارای فرودگاهی است، بنابراین گزینه ۳ که می‌گوید با هواپیما قابل دسترس نیست، توصیف دقیقی از تیمبوکتو نیست. در حالی که سایر گزینه‌ها، یعنی فقر بودن شهر، داشتن خصایص عربی بیشتر نسبت به سایر شهرهای کشور و داشتن جذبه برای توریست‌های کنجکاو، همه در متن ذکر شده‌اند.

</explanation>

<highlight>
تیمبوکتو شهر فقیری است، اگرچه بخاطر قدمتش دارای جاذبه گردشگری است و فرودگاهی هم دارد.
</highlight>

<keywords>['تیمبوکتو', 'فرودگاه', 'فقر', 'عربی', 'توریست']</keywords>",تأثیر عربی بیشتر نسبت به مابقی کشور دارد,دچار فقر شده است,با هواپیما قابل دسترس نیست,برای توریست‌های کنجکاو هنوز جذبه دارد
شهر «تیمبوکتو» که تقریباً دسترسی خیلی کمی داشته سبب شده که نامش به عنوان استعاره برای سرزمین‌های عجیب و دور از دسترس استفاده شود. امروز، تیمبوکتو شهر فقیری است، اگرچه بخاطر قدمتش دارای جاذبه گردشگری است و فرودگاهی هم دارد. در سال 1990، به‌دلیل خطر شنهای صحرا به فهرست میراث‌های جهانی در معرض خطر اضافه شد. آن توقف یکی از توقف‌های اصلی طی برنامه ویژه لوییس گیتس PBS با نام «عجایب دنیای آفریقا» بود. این شهر به طور آشکاری با سایر شهرهای این کشور در تضاد است، زیرا بیشتر دارای خصایص عربی ست تا خصایص آفریقایی.,کدام‌یک از حقایق زیر درباره تیمبوکتو صحیح است؟,2,"<answer>3</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به متن توجه کنیم که درباره تیمبوکتو صحبت می‌کند. در متن گفته شده است که تیمبوکتو شهر فقیری است، اما بخاطر قدمتش دارای جاذبه گردشگری است و فرودگاهی هم دارد. این نشان می‌دهد که تیمبوکتو هنوز جذاب است و می‌تواند توریست‌ها را جذب کند. در ادامه، متن می‌گوید که این شهر به طور آشکاری با سایر شهرهای این کشور در تضاد است، زیرا بیشتر دارای خصایص عربی ست تا خصایص آفریقایی. این جمله نشان می‌دهد که تیمبوکتو سبک آفریقایی کمتری نسبت به شهرهای پیرامون دارد.

بنابراین، با توجه به متن، گزینه ۳ که می‌گوید تیمبوکتو سبک آفریقایی کمتری نسبت به شهرهای پیرامون دارد، صحیح است.

</explanation>

<highlight>
این شهر به طور آشکاری با سایر شهرهای این کشور در تضاد است، زیرا بیشتر دارای خصایص عربی ست تا خصایص آفریقایی.
</highlight>

<keywords>[""تیمبوکتو"", ""فقیر"", ""جاذبه گردشگری"", ""فرودگاه"", ""عربی"", ""آفریقایی""]</keywords>",شهر با هواپیما قابل دسترس است,بیشتر از اینکه فقیر باشد جذاب است,سبک آفریقایی کمتری نسبت به شهرهای پیرامون دارد,این شهر دیگر توریست‌ها را جذب نمی‌کند
دوره مسابقات پارالمپیک از 24 آگوست تا 5 سپتامبر 2021 خواهد بود. برخی از این مسابقات در مکان‌های دیگر سراسر ژاپن برگزار خواهد شد. توکیو تنها شهر آسیایی خواهد بود که میزبان دو المپیک تابستانی بوده است و میزبان این بازی‌ها در 1964 بوده است. اگر قبل از اعلام تعویق، پرواز و محل اقامت خود را برای سال 2020 رزرو کرده اید، ممکن است وضعیت فجیعی داشته باشید. سیاست‌های لغو متفاوت است، ولی در پایان مارس اکثر سیاست‌های لغو مبتنی بر ویروس کرونا تا ژوئیه 2020، یعنی زمانی که برای المپیک تعیین شده است، ادامه نخواهند داشت. پیش‌بینی می‌شود بیشتر بلیط‌های رویداد قیمتی بین 2500 تا 130،000 ین داشته باشند و هزینه معمول بلیط حدود 7000 ین باشد.,زمان‌بندی المپیک تابستانی در ابتدا برای چه موقع بود؟ ,4,"<answer>4</answer>

<explanation>
برای یافتن پاسخ این سوال، باید به متن توجه کنیم. در متن گفته شده است که ""اگر قبل از اعلام تعویق، پرواز و محل اقامت خود را برای سال 2020 رزرو کرده اید، ممکن است وضعیت فجیعی داشته باشید."" این جمله نشان می‌دهد که المپیک تابستانی در ابتدا برای سال 2020 برنامه‌ریزی شده بود. سپس در ادامه متن گفته شده است که ""سیاست‌های لغو مبتنی بر ویروس کرونا تا ژوئیه 2020، یعنی زمانی که برای المپیک تعیین شده است، ادامه نخواهند داشت."" این جمله نشان می‌دهد که المپیک تابستانی در ابتدا برای ژوئیه 2020 برنامه‌ریزی شده بود.
</explanation>

<highlight>
اگر قبل از اعلام تعویق، پرواز و محل اقامت خود را برای سال 2020 رزرو کرده اید، ممکن است وضعیت فجیعی داشته باشید. سیاست‌های لغو مبتنی بر ویروس کرونا تا ژوئیه 2020، یعنی زمانی که برای المپیک تعیین شده است، ادامه نخواهند داشت.
</highlight>

<keywords>[""المپیک تابستانی"", ""سال 2020"", ""ژوئیه 2020"", ""ویروس کرونا"", ""تعویق""]</keywords>",آگوست 2021,مارس 2020,سپتامبر 2021,جولای 2020
تورنادو ستونی از هوای خیلی کم‌فشار چرخنده است که هوای اطراف را به داخلی و به بالا می‌کشد. آنها بادهای خیلی قوی (اغلب با سرعت 100 تا 200 مایل بر ساعت) تولید می‌کنند و می‌توانند اشیاء سنگین را از زمین بلند کنند که با حرکت گردباد جابجا می‌شوند. آنها قیفی شکل شروع می‌شوند در حالی که از ابرهای طوفانی پایین می‌آیند و وقتی به زمین می‌رسند، تبدیل به «گردباد» می‌شوند.,مطابق با متن، در چه مرحله‌ای گردباد قیفی شکل تبدیل به یک تورنادو می‌شود؟,4,"<answer>4</answer>

<explanation>
بر اساس متن، گردباد قیفی شکل وقتی به زمین می‌رسد، تبدیل به «گردباد» می‌شود. سپس می‌توان گفت که این گردباد، تورنادو است. بنابراین، پاسخ صحیح، گزینه ۴ است. در این گزینه گفته شده که پس از لمس کردن زمین، گردباد قیفی شکل به تورنادو تبدیل می‌شود که با متن همخوانی دارد.

در متن، گفته شده است که «آنها قیفی شکل شروع می‌شوند در حالی که از ابرهای طوفانی پایین می‌آیند و وقتی به زمین می‌رسند، تبدیل به «گردباد» می‌شوند.» این جمله نشان می‌دهد که تبدیل گردباد قیفی شکل به تورنادو، پس از رسیدن به زمین رخ می‌دهد.

بنابراین، گزینه ۴ پاسخ صحیح است زیرا متن به وضوح می‌گوید که گردباد قیفی شکل پس از رسیدن به زمین به تورنادو تبدیل می‌شود.",زمانی‌که بادها به سرعت تقریبی 100 مایل در ساعت می‌رسند,زمانی‌که ستون‌های هوا شروع به چرخیدن می‌کنند,زمانی‌که از ابرهای طوفانی پایین می‌آیند,پس از لمس کردن زمین
تورنادو ستونی از هوای خیلی کم‌فشار چرخنده است که هوای اطراف را به داخلی و به بالا می‌کشد. آنها بادهای خیلی قوی (اغلب با سرعت 100 تا 200 مایل بر ساعت) تولید می‌کنند و می‌توانند اشیاء سنگین را از زمین بلند کنند که با حرکت گردباد جابجا می‌شوند. آنها قیفی شکل شروع می‌شوند در حالی که از ابرهای طوفانی پایین می‌آیند و وقتی به زمین می‌رسند، تبدیل به «گردباد» می‌شوند.,کدام‌یک از موارد زیر یکی از خصوصیات تورنادو است؟,2,"<answer>1</answer>

<explanation>
برای پاسخ به این سوال، ابتدا باید به تعریف تورنادو در متن توجه کنیم. در متن گفته شده است که تورنادو بادهای خیلی قوی تولید می‌کنند که سرعت آنها اغلب بین 100 تا 200 مایل بر ساعت است. این جمله نشان می‌دهد که تورنادوها بادهایی با سرعت تقریبی 100 تا 200 مایل بر ساعت تولید می‌کنند. بنابراین، گزینه ۱ یکی از خصوصیات تورنادو است.

همچنین، باید به سایر گزینه‌ها نیز توجه کنیم. گزینه ۲ می‌گوید که تورنادوها همیشه با اشیاء سنگین حرکت می‌کنند، اما در متن چنین چیزی گفته نشده است. گزینه ۳ می‌گوید که تورنادوها پس از لمس زمین گردباد قیفی شکل می‌شوند، اما در متن گفته شده است که تورنادوها قیفی شکل شروع می‌شوند و وقتی به زمین می‌رسند، تبدیل به «گردباد» می‌شوند. گزینه ۴ می‌گوید که تورنادوها ستون‌های چرخنده از هوا هستند که هوا را به بیرون فشار می‌دهند، اما در متن گفته شده است که تورنادوها ستون‌های چرخنده از هوا هستند که هوای اطراف را به داخلی و به بالا می‌کشند.

بنابراین، تنها گزینه ۱ یکی از خصوصیات تورنادو است.</explanation>

<highlight>تورنادوها بادهای خیلی قوی تولید می‌کنند که سرعت آنها اغلب بین 100 تا 200 مایل بر ساعت است.</highlight>

<keywords>['تورنادو', 'باد', 'سرعت', 'میل بر ساعت', 'گردباد', 'هوا', 'چرخنده', 'قیفی شکل']</keywords>",آنها همیشه بادهایی با سرعت تقریبی 100 تا 200 مایل در ساعت ایجاد می‌کنند,آنها همیشه با اشیاء سنگین حرکت می‌کنند,آنها پس از لمس زمین گردباد قیفی شکل می‌شوند,آنها ستون‌های چرخنده از هوا هستند که هوا را به بیرون فشار می‌دهند
