Passage,Question,Original Answer,Predicted Answer,Option 1,Option 2,Option 3,Option 4
این سند بر اساس این درز اطلاعاتی است و به اختلاف مرزی مربوط می‌شود، که در آن فلسطین خواستار مرزبندی طبق شرایط قبل از جنگ شش‌روزه 1967 است. مباحث گزارش شده دیگر شامل وضعیت آتی بیت المقدس است که برای هر دو ملت مقدس است و همچنین مسئله جردن ولی. اسرائیل پس از امضای توافق‌نامه خواستار حضور نظامی مداوم در دره برای ده سال است، درحالیكه پارلمان موافق است چنین حضوری تنها برای پنج سال باشد.,کدام‌یک از موارد زیر یکی از خواسته‌های فلسطین نیست؟,2,<answer>2</answer>,مرزها براساس شرایط پیش از جنگ,ادامه حضور نظامی در دره اُردن,پاسخ‌ها درخصوص آینده Jerusalem,حضور نظامی پنج ساله در «جردن ولی»
«ما»، متولد هنگ‌کنگ، در دانشگاه نیویورک و دانشکده حقوق هاروارد تحصیل کرد و یک‌زمانی اقامت دائم آمریکا از نوع «گرین کارت» به او تعلق گرفت. «هسیه» طی انتخابات تلویحاً اشاره کرد که «ما» ممکن است طی دوران بحران از کشور فرار کند. هسی همچنین معتقد است آقای Ma فوتوژنیک، سبک برتری نسبت به ماده دارد. علی‌رغم این اتهامات، «ما» در برنامه‌ای که به تبلیغ روابط نزدیکتر با سرزمین اصلی چین پرداخت توانست زیرکانه پیشی بگیرد.,«ما» در کدام کشور درس حقوق خواند؟,1,<answer>1-ایالات متحده آمریکا</answer>,ایالات متحده آمریکا,چین,استرالیا,هنگ‌کنگ
«ما»، متولد هنگ‌کنگ، در دانشگاه نیویورک و دانشکده حقوق هاروارد تحصیل کرد و یک‌زمانی اقامت دائم آمریکا از نوع «گرین کارت» به او تعلق گرفت. «هسیه» طی انتخابات تلویحاً اشاره کرد که «ما» ممکن است طی دوران بحران از کشور فرار کند. هسی همچنین معتقد است آقای Ma فوتوژنیک، سبک برتری نسبت به ماده دارد. علی‌رغم این اتهامات، «ما» در برنامه‌ای که به تبلیغ روابط نزدیکتر با سرزمین اصلی چین پرداخت توانست زیرکانه پیشی بگیرد.,مطابق متن، حمایت از چه کشوری به پیروزی انتخاباتی «ما» کمک کرد؟,4,<answer>4-چین</answer>,ایالات متحده آمریکا,هنگ‌کنگ,انگلستان,چین
پس از آنکه مشخص شد بسیاری از خانواده‌ها به دنبال کمک حقوقی برای جلوگیری از اخراج هستند، جلسه‌ای در تاریخ 20 مارس در «مرکز حقوق عام خلیج شرقی» برای مالباختگان کلاهبرداری مسکن برگزار شد. وقتی اجاره‌نشین‌ها شروع به درمیان گذاشتن چیزی کردند که برای آنها اتفاق افتاده بود، اکثر خانواده‌های درگیر ناگهان متوجه شدند که کارولین ویلسون از OHA پول‌پیش آن‌ها را به سرقت برده و از شهر متواری شده است. مستاجرین در باغ لاک وود بر این باورند که ممکن است 40 خانواده یا تعداد بیشتری با حکم اخراج روبرو شوند، زیرا دریافتند که پلیس OHA در حال بررسی سایر املاک مسکونی عمومی‌ در اوکلند است که ممکن است در دام کلاهبرداری مسکن گرفتار شده باشند.,مطابق با آنچه در متن بیان شد، کارولین ویلسون قبل از ترک شهر برای چه کسانی کار می‌کرد؟,3,3[3],مرکز حقوق عام خلیج شرقی,پلیس اوکلند,OHA,باغ‌های لاک‌وود
"پس از این مسابقه، «کسلوفسکی» با 2250 امتیاز صدرنشین مسابقات قهرمانی رانندگان باقی می‌ماند. جانسون با هفت امتیاز عقب‌تر، با امتیاز 2,243 در رده دوم قرار دارد. در سوم، هملین با بیست امتیاز عقب است اما پنج امتیاز از بوایر پیش است. کان و تروکس جونیور به ترتیب با 2220 و 2207 امتیاز پنجم و ششم هستند. استوارت، گوردون، کنز و هارویک با وجود اینکه چهار مسابقه تا انتهای فصل باقی مانده است، ده مقام برتر مسابقات قهرمانی رانندگان را از آن خود می کنند.",با درنظر گرفتن چهار رقابت باقیمانده در فصل، چه کسی رده چهارم را در مسابقه قهرمانی رانندگان دارد؟,4,<answer>2-کاون</answer>,هملین,کاون,استوارت,بوایر
"پس از این مسابقه، «کسلوفسکی» با 2250 امتیاز صدرنشین مسابقات قهرمانی رانندگان باقی می‌ماند. جانسون با هفت امتیاز عقب‌تر، با امتیاز 2,243 در رده دوم قرار دارد. در سوم، هملین با بیست امتیاز عقب است اما پنج امتیاز از بوایر پیش است. کان و تروکس جونیور به ترتیب با 2220 و 2207 امتیاز پنجم و ششم هستند. استوارت، گوردون، کنز و هارویک با وجود اینکه چهار مسابقه تا انتهای فصل باقی مانده است، ده مقام برتر مسابقات قهرمانی رانندگان را از آن خود می کنند.",پس از رقابت مذکور در متن، کاون چند امتیاز در مسابقه قهرمانی رانندگان دارد؟,1,<answer>1</answer>,2220,2250,2243,2207
"چنین معتقدند که این پنجمین بار در تاریخ است که مردم شاهد ماده‌ای هستند که از نظر شیمیایی تایید شده متعلق به مریخ بوده و روی زمین سقوط کرده است. از حدود 24000 شهاب سنگ شناخته شده که در زمین سقوط کرده‌اند، تنها مبدأ حدود 34 عدد تائید شده که از مریخ بوده است. پانزده تا از این سنگ‌ها مربوط به باران شهاب سنگ در جولای گذشته است. برخی از این سنگ‌ها که در کره زمین خیلی نادر هستند با قیمت از 11,000 تا 22,500 دلار در هر اونس فروخته می‌شوند که چیزی حدود ده برابر قیمت طلا است.",مطابق با متن، چندبار مردم شاهد سقوط شهاب‌سنگ بودند که بعدها معلوم شد که منشأ مریخی داشته است؟,2,<answer>2[پنج بار]</answer>,ده بار,پنج بار,پانزده بار,سی و چهار بار
"چنین معتقدند که این پنجمین بار در تاریخ است که مردم شاهد ماده‌ای هستند که از نظر شیمیایی تایید شده متعلق به مریخ بوده و روی زمین سقوط کرده است. از حدود 24000 شهاب سنگ شناخته شده که در زمین سقوط کرده‌اند، تنها مبدأ حدود 34 عدد تائید شده که از مریخ بوده است. پانزده تا از این سنگ‌ها مربوط به باران شهاب سنگ در جولای گذشته است. برخی از این سنگ‌ها که در کره زمین خیلی نادر هستند با قیمت از 11,000 تا 22,500 دلار در هر اونس فروخته می‌شوند که چیزی حدود ده برابر قیمت طلا است.",مطابق آنچه در متن ذکر شد، چه چیز درباره سنگ‌هایی که معلوم شد منشأ مریخی دارند صحیح است؟,4,<answer>4</answer>,تمام آنها در طول بارش شهاب‌سنگ ماه جولای یافت شد,"24,000 مورد از آنها وجود دارد","ارزش آنها 11,000 دلار بیشتر از طلا است",34 مورد از آنها وجود دارد
شوماخر که سال 2006 پس از هفت بار برد در مسابقات قهرمانی فرمول 1 کناره‌گیری کرد، قرار بود جای فلیپه ماسای مجروح حضور یابد. این راننده برزیلی پس از تصادفی که طی مسابقات Grand Prix مجارستان 2009 رخ داد، آسیب شدیدی به سرش وارد شد. ماسا برای حداقل باقی فصل 2009 در بین نخواهد بود.,شوماخر چه زمانی کناره‌گیری کرد؟,2,2[دو],پس از تصادف فیلیپه ماسا,پس از بردن در هفتمین مسابقه قهرمانی,پس از جانشینی فیلیپه ماسا,پس از پایان فصل 2009
شوماخر که سال 2006 پس از هفت بار برد در مسابقات قهرمانی فرمول 1 کناره‌گیری کرد، قرار بود جای فلیپه ماسای مجروح حضور یابد. این راننده برزیلی پس از تصادفی که طی مسابقات Grand Prix مجارستان 2009 رخ داد، آسیب شدیدی به سرش وارد شد. ماسا برای حداقل باقی فصل 2009 در بین نخواهد بود.,ماسا چه زمانی زخمی شد؟,1,<answer>1</answer>,در طول Grand Prix,پس از بردن در مسابقه قهرمانی فرمول 1,قبل از کناره‌گیری شوماخر,قبل از فصل 2009
تابحال AOL توانسته است به‌خاطر کاربرد گسترده در ایالات متحده، بازار پیام‌رسان‌های فوری را با سرعت مورد نظر خود توسعه دهد و به جلو ببرد. با این ترتیبات صورت‌گرفته، این آزادی ممکن است پایان پذیرد. تعداد کاربران یاهو و خدمات مایکروسافت باهم، با تعداد مشتریان AOL رقابت خواهد کرد.,مطابق با متن، این ترتیبات چطور بر AOL تأثیر خواهد گذاشت؟,3,<answer>3</answer>,تعداد کاربران AOL احتمالاً افزایش خواهد یافت ,AOL تنها شرکتی خواهد بود که بازار IM را توسعه داده است,کاربران Yahoo و Microsoft با تعداد کاربران AOL رقابت خواهند کرد ,AOL دیگر در ایالات متحده استفاده نخواهد شد
تابحال AOL توانسته است به‌خاطر کاربرد گسترده در ایالات متحده، بازار پیام‌رسان‌های فوری را با سرعت مورد نظر خود توسعه دهد و به جلو ببرد. با این ترتیبات صورت‌گرفته، این آزادی ممکن است پایان پذیرد. تعداد کاربران یاهو و خدمات مایکروسافت باهم، با تعداد مشتریان AOL رقابت خواهد کرد.,کدام‌یک از موارد زیر ممکن است پس از ترتیبات جدید خاتمه یابد؟,3,<answer>3</answer>,توسعه گسترده اینترنت در ایالات متحده,استفاده از بازار IM,آزادی AOL برای توسعه بازار با سرعت موردنظر خود,شریک شدن Yahoo و Microsoft
صبح دیروز یک خودروی بمب‌گذاری شده در مرکز پلیس شهر قاضی عنتب ترکیه منفجر شد و منجر به کشته شدن دو افسر پلیس و زخمی شدن بیش از بیست نفر دیگر شد. دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند. پلیس گفت این گمان وجود دارد که ستیزه‌جویان داعش (ISIL) مسئول این حمله باشند.,چند نفر از افرادی که در حمله کشته شدند افسران پلیس نبودند؟,3,<answer>2</answer>,19,2,0,20
صبح دیروز یک خودروی بمب‌گذاری شده در مرکز پلیس شهر قاضی عنتب ترکیه منفجر شد و منجر به کشته شدن دو افسر پلیس و زخمی شدن بیش از بیست نفر دیگر شد. دفتر فرماندار گفت که نوزده نفر از افراد مجروح از افسران پلیس بودند. پلیس گفت این گمان وجود دارد که ستیزه‌جویان داعش (ISIL) مسئول این حمله باشند.,چه‌کسی متهم مظنون در حمله را گزارش داد؟,1,<answer>1-پلیس</answer>,پلیس,دفتر فرماندار,گزارشگرها,محلی‌های قاضی عنتب
میت رومنی، فرماندار سابق ماساچوست، روز سه‌شنبه با کسب بیش از 46 درصد از آرا، در انتخابات اصلی ریاست جمهوری حذب جمهوری‌خواه فلوریدا پیروز شد. سخنگوی سابق مجلس نمایندگان ایالات متحده، نوت گینگریچ، با 32 درصد آرا دوم شد. فلوریدا در جایگاه یک ایالت همیشه برنده، تمام پنجاه نماینده خود را به رامنی اعطا کرد و پیشتازی او را به عنوان کاندیدای حزب جمهوری‌خواه حفظ کرد.,به‌دلیل وضعیت فلوریدا به‌عنوان یک ایالت همیشه برنده، به میت رومنی چه چیز جایزه داده شد؟,3,<answer>3</answer>,نمایندگی 32 ایالت,نامزدی در حزب جمهوری‌خواه,نماینده‌های تمام ایالت‌ها,46 درصد آراء
میت رومنی، فرماندار سابق ماساچوست، روز سه‌شنبه با کسب بیش از 46 درصد از آرا، در انتخابات اصلی ریاست جمهوری حذب جمهوری‌خواه فلوریدا پیروز شد. سخنگوی سابق مجلس نمایندگان ایالات متحده، نوت گینگریچ، با 32 درصد آرا دوم شد. فلوریدا در جایگاه یک ایالت همیشه برنده، تمام پنجاه نماینده خود را به رامنی اعطا کرد و پیشتازی او را به عنوان کاندیدای حزب جمهوری‌خواه حفظ کرد.,مطابق متن، گینگریچ چند درصد از آراء را در انتخابات اصلی کسب کرد؟,2,<answer>2-32 درصد</answer>,50 درصد,32 درصد,46 درصد,35 درصد
رئیس اسبق مجلس نمایندگان، نوت گینگریچ، ریک پری، فرماندار تگزاس و میشل باکمن، نماینده زن کنگره به ترتیب در مکان‌های چهارم، پنجم و ششم قرار گرفتند. پس از منتشر شدن نتایج،‌ «گینگریچ» «سنتوروم»‌ را مورد تمجید قرار داد ولی کلمات تندی برای «رامنی»‌ بکار برد که به نمایندگی از او تبلیغات انتخاباتی در آیووا علیه «گینگریچ» را روی آنتن برد. پری بیان کرد که «برای ارزیابی نتایج رایزنی امشب به تگزاس می‌روم و ببینم راهی رو به جلو برایم در این مسابقه وجود دارد یا خیر»، ولی بعدها گفت که او در این مسابقه می‌ماند و در انتخابات مقدماتی کارولینای جنوبی در 21 ژانویه رقابت خواهد کرد. باخمن، که در ماه آگوست برنده نظرسنجی آمس استراو شد، تصمیم گرفت کمپین خود را خاتمه دهد.,مطابق با متن، چه کسی پس از نتایج انجمن حزبی برای نامزدی انتخابات ادامه نداد؟,2,<answer>2-باکمن</answer>,گینگریچ,باکمن,پری ,رومنی
رئیس اسبق مجلس نمایندگان، نوت گینگریچ، ریک پری، فرماندار تگزاس و میشل باکمن، نماینده زن کنگره به ترتیب در مکان‌های چهارم، پنجم و ششم قرار گرفتند. پس از منتشر شدن نتایج،‌ «گینگریچ» «سنتوروم»‌ را مورد تمجید قرار داد ولی کلمات تندی برای «رامنی»‌ بکار برد که به نمایندگی از او تبلیغات انتخاباتی در آیووا علیه «گینگریچ» را روی آنتن برد. پری بیان کرد که «برای ارزیابی نتایج رایزنی امشب به تگزاس می‌روم و ببینم راهی رو به جلو برایم در این مسابقه وجود دارد یا خیر»، ولی بعدها گفت که او در این مسابقه می‌ماند و در انتخابات مقدماتی کارولینای جنوبی در 21 ژانویه رقابت خواهد کرد. باخمن، که در ماه آگوست برنده نظرسنجی آمس استراو شد، تصمیم گرفت کمپین خود را خاتمه دهد.,مطابق متن، چه کسی کاندیدای دیگر را پس از نتایج انجمن حزبی مورد تمجید قرار داد؟,2,<answer>2-گینگریچ</answer>,باکمن,گینگریچ,رامنی,پری
وب‌سایت این شبکه، این نمایش را به عنوان «یک نمایش رادیویی به سبک قدیمی با چرخش جدید و بیدادگرانه» توصیف کرده است! این نمایش در روزهای نخستینش فقط در سایت رادیویی اینترنتی TogiNet Radio که قدمتی دیرین دارد و بر گفتگوهای رادیویی متمرکز است به‌عنوان برنامه ویژه پخش شد. در اواخر سال 2015، TogiNet رادیو AstroNet را به عنوان ایستگاه فرعی تأسیس کرد. در این نمایش ابتدا صداپیشگان مبتدی اهل شرق تگزاس ایفای نقش می‌کردند.,تنها مکانی که نمایش قبل از 2015 پخش شد کجا بود؟,1,<answer>1-رادیو TogiNet</answer>,رادیو TogiNet,تکزاس شرقی,رادیو AstroNet,ایستگاه‌های رادیو محلی
وب‌سایت این شبکه، این نمایش را به عنوان «یک نمایش رادیویی به سبک قدیمی با چرخش جدید و بیدادگرانه» توصیف کرده است! این نمایش در روزهای نخستینش فقط در سایت رادیویی اینترنتی TogiNet Radio که قدمتی دیرین دارد و بر گفتگوهای رادیویی متمرکز است به‌عنوان برنامه ویژه پخش شد. در اواخر سال 2015، TogiNet رادیو AstroNet را به عنوان ایستگاه فرعی تأسیس کرد. در این نمایش ابتدا صداپیشگان مبتدی اهل شرق تگزاس ایفای نقش می‌کردند.,ایستگاه توصیف می‌کند که نمایش چه نوع نقطه نظری دارد؟,2,<answer>3</answer>,آماتور,فنی,سبک قدیمی,محلی
مهاجمان بمبئی روز 26 نوامبر 2008 با قایق رسیدند و در حالی که با خود نارنجک و سلاح‌های اتوماتیک آورده بودند، اهداف متعددی را نشانه رفتند، از جمله ایستگاه راه‌آهن پرازدحام Chhatrapati Shivaji Terminus و هتل مشهور تاج محل. پیشاهنگی و جمع‌آوری اطلاعات توسط دیوید هدلی به فعال کردن 10 فرد مسلح از گروه شبه نظامی پاکستان لشکر طیبه کمک کرده است. این حمله باعث تنش زیادی در روابط بین هندوستان و پاکستان شد.,دیوید هدلی چه چیز جمع‌آوری کرد که در نهایت به حمله گروه شبه‌نظامی کمک کرد؟,1,<answer>1[Informations]</answer>,اطلاعات,نارنجک,تفنگ‌دار,سلاح‌های خودکار
مهاجمان بمبئی روز 26 نوامبر 2008 با قایق رسیدند و در حالی که با خود نارنجک و سلاح‌های اتوماتیک آورده بودند، اهداف متعددی را نشانه رفتند، از جمله ایستگاه راه‌آهن پرازدحام Chhatrapati Shivaji Terminus و هتل مشهور تاج محل. پیشاهنگی و جمع‌آوری اطلاعات توسط دیوید هدلی به فعال کردن 10 فرد مسلح از گروه شبه نظامی پاکستان لشکر طیبه کمک کرده است. این حمله باعث تنش زیادی در روابط بین هندوستان و پاکستان شد.,گروه شبه‌نظامی از چه نوع وسیله نقلیه‌ای برای سفر به بمبئی استفاده کرد؟,3,<answer>3-قایق</answer>,راه‌آهن,هواپیما,قایق,ماشین
رکورد امتیاز نادال در مقابل حریف کانادایی 7–2 است. او به تازگی در مسابقات اوپن Brisbane، مقابل رائونیک نتیجه را واگذار کرد. نادال در این مسابقه 88٪ امتیازات تور را از آن خود کرد و در ست اول، 76 امتیاز گرفت. پس از مسابقه، «سلطان زمین‌های رسی» گفت: «من از بازگشت دوباره به دور نهایی این رویداد بسیار مهم خیلی خوشحالم. من برای بردن اینجا هستم.»,کدام عبارت ذکر شده در متن به‌طور دقیق بازتاب نتیجه مسابقه اوپن نادال و رائونیک در Brisbane است؟,1,<answer>1-رائونیک دربرابر نادال پیروز شد</answer>,رائونیک دربرابر نادال پیروز شد,رائونیک امتیاز خالص ‎88% داشت,نادال دربرابر رائونیک پیروز شد,رائونیک امتیاز 76 کسب کرد
رکورد امتیاز نادال در مقابل حریف کانادایی 7–2 است. او به تازگی در مسابقات اوپن Brisbane، مقابل رائونیک نتیجه را واگذار کرد. نادال در این مسابقه 88٪ امتیازات تور را از آن خود کرد و در ست اول، 76 امتیاز گرفت. پس از مسابقه، «سلطان زمین‌های رسی» گفت: «من از بازگشت دوباره به دور نهایی این رویداد بسیار مهم خیلی خوشحالم. من برای بردن اینجا هستم.»,مطابق با متن، جایگاه نادال و رائونیک در مسابقه پس از اولین سرویس چه بود؟,2,<answer>4</answer>,رائونیک امتیاز خالص ‎88% داشت,نادال با امتیاز 76 برنده شد,امتیاز ‎7-2 بود,رائونیک دربرابر نادال پیروز شد
هفته گذشته خبرگزاری Naked News اعلام کرد که مدت زمان برنامه گزارش‌دهی خبری به زبان‌های بین‌المللی را با سه برنامه جدید به‌طور چشمگیری افزایش خواهد داد. این سازمان جهانی که هم‌اکنون به دو زبان انگلیسی و ژاپنی گزارش می‌دهد، درحال راه‌اندازی برنامه‌های اسپانیایی، ایالیایی و کره‌ای برای تلویزیون، اینترنت و دستگاه‌های همراه است.,کدام برنامه زبانی در سه پخش رسانه‌ای جدید Naked News آورده نمی‌شود؟,3,<answer>3-ژاپنی</answer>,ایتالیایی,کره‌ای,ژاپنی,اسپانیایی
هفته گذشته خبرگزاری Naked News اعلام کرد که مدت زمان برنامه گزارش‌دهی خبری به زبان‌های بین‌المللی را با سه برنامه جدید به‌طور چشمگیری افزایش خواهد داد. این سازمان جهانی که هم‌اکنون به دو زبان انگلیسی و ژاپنی گزارش می‌دهد، درحال راه‌اندازی برنامه‌های اسپانیایی، ایالیایی و کره‌ای برای تلویزیون، اینترنت و دستگاه‌های همراه است.,مطابق با متن، پخش‌های رسانه‌ای جدید Naked News در کجا قابل دسترس نخواهد بود؟,3,<answer>3</answer>,تلفن‌های همراه,اینترنت,سالن‌های سینما و تئاتر,تلویزیون
پس از مسابقه چهارشنبه، کارپاندو در دو مسابقه انفرادی در مسابقات قهرمانی رقابت کرد. نخستین حضور او در اسکی مارپیچ کوچک بود، جایی‌که وی موفق نشد به خط پایان برسد. 36 نفر از 116 رقیب او در آن مسابقه نتیجه مشابهی بدست آوردند. او در مسابقه دیگرش در Giant Slalom با مدت زمان ترکیبی 4:41.30 کار خود را در رتبه دهم در گروه نشسته بانوان پایان داد، که 2:11.60 دقیقه کندتر از کلودیا لوئیز اتریشی بود که مقام اول را از آن خود کرد و 1:09.02 دقیقه کندتر از مقام نهم که به Gyöngyi Dani از مجارستان رسید. چهار اسکی‌باز در گروه نشسته زنان نتوانستند مسیرشان را به اتمام برسانند و 45 نفر از کل 117 اسکی‌باز مارپیچ بزرگ نتوانستند در مسابقه رتبه کسب کنند.,چند رقیب اسکی مارپیچ بزرگ را به پایان نرساندند؟,3,<answer>45</answer>,36,117,4,45
پس از مسابقه چهارشنبه، کارپاندو در دو مسابقه انفرادی در مسابقات قهرمانی رقابت کرد. نخستین حضور او در اسکی مارپیچ کوچک بود، جایی‌که وی موفق نشد به خط پایان برسد. 36 نفر از 116 رقیب او در آن مسابقه نتیجه مشابهی بدست آوردند. او در مسابقه دیگرش در Giant Slalom با مدت زمان ترکیبی 4:41.30 کار خود را در رتبه دهم در گروه نشسته بانوان پایان داد، که 2:11.60 دقیقه کندتر از کلودیا لوئیز اتریشی بود که مقام اول را از آن خود کرد و 1:09.02 دقیقه کندتر از مقام نهم که به Gyöngyi Dani از مجارستان رسید. چهار اسکی‌باز در گروه نشسته زنان نتوانستند مسیرشان را به اتمام برسانند و 45 نفر از کل 117 اسکی‌باز مارپیچ بزرگ نتوانستند در مسابقه رتبه کسب کنند.,کدام‌یک از عبارات زیر به‌طور دقیق نشان‌دهنده نتایج رقابت‌های مسابقات قهرمانی است؟,3,<answer>2</answer>,در رقابت دوم، کارپاندو قبل از یک اسکی‌باز از مجارستان به خط پایان رسید,45 اسکی‌باز مسیر خود را در اسکی مارپیچ بزرگ تمام نکردند.,اسکی‌بازهای بیشتری اسکی مارپیچ بزرگ را نسبت به اسکی مارپیچ کوچک به پایان رساندند.,کارپاندو در اسکی بزرگ دهم شد
روز چهارشنبه، اتحادیه ملی بسکتبال ایالات متحده (NBA) به دلیل نگرانی در مورد کووید-19، فصل بسکتبال حرفه‌ای خود را به حالت تعلیق درآورد. تصمیم NBA به دنبال آزمایش مثبت ویروس کووید-19 بازیکن یوتا جاز بود.,NBA تصمیم به تعلیق کدام مورد زیر گرفت؟,1,<answer>1</answer>,فصل بسکتبال,یک بازیکن از یوتا جاز,هر بازیکنی که تست کووید-19 او مثبت شد,تیم بسکتبال یوتا جاز
روز چهارشنبه، اتحادیه ملی بسکتبال ایالات متحده (NBA) به دلیل نگرانی در مورد کووید-19، فصل بسکتبال حرفه‌ای خود را به حالت تعلیق درآورد. تصمیم NBA به دنبال آزمایش مثبت ویروس کووید-19 بازیکن یوتا جاز بود.,مطابق متن، چه چیز سبب نگرانی‌های NBA درخصوص این ویروس شد؟,4,<answer>4</answer>,تست اعضای NBA مثبت شد,تست چند نفر از بازیکن‌ها در بازی یوتا جاز مثبت شد,یکی از بازیکن‌های یوتا جاز پس از مثبت شدن تست عملکرد نامطلوب داشت,تست یکی از بازیکن‌های یوتا جاز مثبت شد
بازیکن منتخب امروز، الکس اوچکین از Washington Capitals است. او در برد 5-3 واشینگتن مقابل «آتلانتا تراشرز» 2 گل زد و 2 پاس گل داد. پاس گل اوچکین در آن شب موجب گل پیروزی‌ بخشی شد که توسط نیکلاس بکستروم تازه‌کار زده شد. دومین گل آن شب او شصتمین گل فصلش بود، و بدین ترتیب اولین بازیکنی شد که بعد از سال 96-1995، زمانی که جارومیر جاگر و ماریو لمیوکس هرکدام به آن رکورد دست یافتند، حداقل 60 گل در یک فصل به ثمر رسانده است.,چه کسی گل برنده بازی برای Washington Capitals را در بازی در مقابل آتلانتا تراشرز به ثمر رساند؟,1,<answer>1-نیکلاس بکستروم</answer>,نیکلاس بکستروم,جارومیر جاگر,ماریو لمیوکس,الکس اوچکین
بازیکن منتخب امروز، الکس اوچکین از Washington Capitals است. او در برد 5-3 واشینگتن مقابل «آتلانتا تراشرز» 2 گل زد و 2 پاس گل داد. پاس گل اوچکین در آن شب موجب گل پیروزی‌ بخشی شد که توسط نیکلاس بکستروم تازه‌کار زده شد. دومین گل آن شب او شصتمین گل فصلش بود، و بدین ترتیب اولین بازیکنی شد که بعد از سال 96-1995، زمانی که جارومیر جاگر و ماریو لمیوکس هرکدام به آن رکورد دست یافتند، حداقل 60 گل در یک فصل به ثمر رسانده است.,چه کسی گل شصتم فصل را در طول بازی Capitals درمقابل تراشرز به ثمر رساند؟,3,<answer>3-الکس اوچکین</answer>,ماریو لمیوکس,جارومیر جاگر,الکس اوچکین,نیکلاس بکستروم
پس از آنکه دریافت حمایت اضطراری از دولت انگلستان افشا شد، بانک Northern Rock در سال 2008 ملی اعلام شد. مؤسسه Northern Rock به دلیل تأثیرپذیری‌اش طی دوره بحران وام‌های بدون پشتوانه در سال 2007، نیازمند کمک و پشتیبانی شده بود. گروه ویرجین مربوط به سر ریچارد برانسون پیش از ملی شدن این بانک، پیشنهادی برای آن ارائه کرده بود که رد شد. در سال 2010، بانک سهامی عام Northern Rock که اکنون بانک خیابان اصلی است و ملی شده است، از «بانک بد» یعنی Northern Rock (مدیریت دارایی‌ها) جدا شد. ویرجین فقط آن هویت «بانک خوبِ» Northern Rock را خریده است، نه شرکت مدیریت دارایی را.,بانک Northern Rock چه زمانی نیاز به حمایت از دولت داشت؟,4,<answer>4</answer>,پس از اینکه بانک ملی شد,زمانی‌که بانک از شرکت مدیریت دارایی جدا شد,پس از اینکه گروه ویرجین بانک را خریداری کرد,درطول بحران وام‌دهی
پس از آنکه دریافت حمایت اضطراری از دولت انگلستان افشا شد، بانک Northern Rock در سال 2008 ملی اعلام شد. مؤسسه Northern Rock به دلیل تأثیرپذیری‌اش طی دوره بحران وام‌های بدون پشتوانه در سال 2007، نیازمند کمک و پشتیبانی شده بود. گروه ویرجین مربوط به سر ریچارد برانسون پیش از ملی شدن این بانک، پیشنهادی برای آن ارائه کرده بود که رد شد. در سال 2010، بانک سهامی عام Northern Rock که اکنون بانک خیابان اصلی است و ملی شده است، از «بانک بد» یعنی Northern Rock (مدیریت دارایی‌ها) جدا شد. ویرجین فقط آن هویت «بانک خوبِ» Northern Rock را خریده است، نه شرکت مدیریت دارایی را.,مطابق با متن، کدام عبارات زیر دقیقاً معاملات گروه ویرجین را با بانک Northern Rock توصیف می‌کند؟,2,<answer>4</answer>,گروه ویرجین همچنین شرکت مدیریت دارایی Northern Rock را خریداری کرد,گروه ویرجین این بانک را پس از ملی شدن آن خریداری کرد,گروه ویرجین درطول بحران وام‌دهی حمایت اضطراری بانکی ارائه کرد,اولین سفارش گروه ویرجین برای بانک پس از ملی شدن بانک انجام گرفت
تصمیم آقای رود مبنی بر امضای معاهده آب‌وهوایی کیوتو باعث تفکیک ایالات متحده می‌شود، کشوری که اکنون تنها کشور توسعه‌یافته‌ای است که توافق‌نامه را به رسمیت نمی‌شناسد. دولت محافظه کار قبلی استرالیا از مجوز دادن به کیوتو خودداری کرد و گفت که این کار به اقتصاد با تکیه زیاد به صادرات ذغال‌سنگ آسیب می‌رساند در حالیکه کشورهایی مانند هندوستان و چین مقید به اهداف کاهش گازهای گل‌خانه‌ای نبودند.,همان‌طور که در متن بیان شد، کدام ملت تحت تأثیر امضای معاهده آب‌وهوایی کیوتو است؟,1,<answer>1</answer>,ایالات متحده,هندوستان,استرالیا,چین
تصمیم آقای رود مبنی بر امضای معاهده آب‌وهوایی کیوتو باعث تفکیک ایالات متحده می‌شود، کشوری که اکنون تنها کشور توسعه‌یافته‌ای است که توافق‌نامه را به رسمیت نمی‌شناسد. دولت محافظه کار قبلی استرالیا از مجوز دادن به کیوتو خودداری کرد و گفت که این کار به اقتصاد با تکیه زیاد به صادرات ذغال‌سنگ آسیب می‌رساند در حالیکه کشورهایی مانند هندوستان و چین مقید به اهداف کاهش گازهای گل‌خانه‌ای نبودند.,دولت قبلی استرالیا فکر می‌کرد تصویب معاهده کیوتو به چه چیز آسیب خواهد رساند؟,2,<answer>2</answer>,ایالات متحده,اقتصاد کشور,صادرات ذغال‌سنگ,اهداف کاهش انتشار گازهای گلخانه‌ای کشور
